#   No  Energy (eV)          osc        osc x        osc y        osc z
   101      4.28724 1.714355e-02 4.390623e-02 7.494421e-03 2.999164e-05
   102      4.28952 1.808868e-02 1.535940e-03 5.083301e-02 1.897086e-03
   103      4.30310 2.150160e-03 2.843069e-03 1.691098e-03 1.916313e-03
   104      4.30683 2.790797e-03 1.737015e-03 5.932582e-03 7.027955e-04
   105      4.31069 1.041501e-03 1.964242e-03 8.161620e-05 1.078644e-03
   106      4.31613 9.947172e-04 1.898191e-05 2.676111e-03 2.890583e-04
   107      4.33915 9.921130e-04 1.974551e-03 6.355823e-04 3.662057e-04
   108      4.34283 2.954848e-04 7.656718e-05 7.142459e-04 9.564145e-05
   109      4.35886 3.248768e-06 6.120595e-07 7.946581e-06 1.187665e-06
   110      4.37110 1.550904e-03 1.331636e-03 1.205461e-03 2.115614e-03
   111      4.37295 1.585247e-03 3.093654e-03 1.120749e-03 5.413382e-04
   112      4.37660 1.936616e-03 4.716633e-04 3.572172e-03 1.766012e-03
   113      4.38166 1.037081e-04 1.705698e-04 1.258090e-04 1.474548e-05
   114      4.40512 8.744377e-05 1.530364e-05 5.328712e-05 1.937406e-04
   115      4.41238 1.380979e-05 1.123017e-05 2.207829e-05 8.120902e-06
   116      4.47497 3.172498e-04 1.222977e-04 2.625486e-05 8.031967e-04
   117      4.48389 1.293748e-02 2.308051e-04 1.647535e-03 3.693410e-02
   118      4.49478 1.166191e-04 8.144081e-07 1.541613e-04 1.948817e-04
   119      4.51317 1.283892e-04 9.959971e-05 1.818807e-04 1.036873e-04
   120      4.54204 2.056169e-04 2.392364e-04 5.412427e-05 3.234900e-04
   121      4.54343 2.177023e-04 8.020742e-05 5.502298e-04 2.266960e-05
   122      4.55298 7.272656e-04 3.296970e-05 2.062806e-03 8.602107e-05
   123      4.57032 3.048246e-04 6.950245e-04 1.150778e-04 1.043716e-04
   124      4.57970 3.511496e-03 3.216187e-03 7.318233e-03 6.768108e-08
   125      4.58629 4.604004e-03 1.084285e-02 2.960458e-03 8.703429e-06
   126      4.60594 1.463225e-02 3.273033e-02 1.113843e-02 2.798255e-05
   127      4.61279 7.014641e-03 8.222480e-04 2.010704e-02 1.146337e-04
   128      4.62194 1.734359e-02 6.419764e-03 4.555043e-02 6.057047e-05
   129      4.62776 1.657931e-03 7.298665e-04 4.204394e-03 3.953376e-05
   130      4.64305 1.511603e-02 4.459143e-02 2.732715e-04 4.833812e-04
   131      4.66253 2.144167e-04 2.686498e-04 2.427760e-05 3.503226e-04
   132      4.67543 1.878300e-03 3.336161e-03 2.173627e-03 1.251133e-04
   133      4.68387 6.643097e-04 3.523880e-04 1.628625e-03 1.191628e-05
   134      4.68545 1.974168e-03 1.808456e-04 5.422248e-03 3.194093e-04
   135      4.69152 1.044829e-02 8.243347e-04 2.950352e-02 1.016998e-03
   136      4.71141 2.042508e-02 5.015851e-02 9.206012e-03 1.910720e-03
   137      4.71233 1.115216e-02 2.049035e-02 1.248876e-02 4.773623e-04
   138      4.71592 1.216280e-02 1.821649e-02 1.493541e-02 3.336494e-03
   139      4.73377 7.497692e-04 1.592950e-03 4.966807e-05 6.066892e-04
   140      4.74749 9.231587e-03 5.735833e-04 9.080708e-03 1.804047e-02
   141      4.77160 1.794706e-02 9.453306e-05 4.086091e-03 4.966056e-02
   142      4.77990 1.023141e-02 3.135130e-04 6.966692e-03 2.341401e-02
   143      4.79816 4.059597e-03 1.827722e-03 1.727432e-05 1.033379e-02
   144      4.80722 1.066419e-03 1.776744e-05 9.025997e-04 2.278889e-03
   145      4.81571 6.623378e-04 3.146787e-04 1.670184e-03 2.150144e-06
   146      4.81682 6.953297e-04 7.690284e-04 1.174668e-03 1.422926e-04
   147      4.83160 8.216305e-04 2.890911e-04 5.818751e-04 1.593925e-03
   148      4.83734 9.465273e-04 2.508462e-04 3.695983e-04 2.219137e-03
   149      4.84455 1.062486e-03 2.929061e-03 9.456889e-05 1.638278e-04
   150      4.87048 4.613567e-04 2.068420e-07 5.996134e-04 7.842500e-04
   151      4.87391 1.944405e-03 5.760552e-03 6.720599e-05 5.455885e-06
   152      4.88257 2.074338e-03 3.222226e-04 5.788085e-03 1.127075e-04
   153      4.89666 3.416460e-04 5.933291e-04 3.675918e-04 6.401706e-05
   154      4.90529 1.397639e-03 1.014531e-03 2.473780e-03 7.046047e-04
   155      4.90627 1.042808e-03 5.475509e-04 2.580717e-03 1.559910e-07
   156      4.91166 1.987422e-03 5.946087e-03 5.387399e-06 1.079039e-05
   157      4.91353 7.552575e-04 6.492395e-04 5.217852e-04 1.094748e-03
   158      4.92687 9.362060e-04 2.181605e-04 1.493218e-03 1.097240e-03
   159      4.93604 1.327542e-03 6.671258e-04 2.377752e-03 9.377474e-04
   160      4.94763 3.426167e-03 1.748817e-03 4.691985e-03 3.837700e-03
   161      4.95196 7.494972e-04 2.164043e-06 1.233972e-04 2.122930e-03
   162      4.95563 3.660139e-04 9.073132e-07 1.622827e-04 9.348518e-04
   163      4.97255 5.296215e-03 7.175992e-04 5.638609e-03 9.532436e-03
   164      4.98543 6.219236e-03 1.085662e-04 7.131686e-03 1.141746e-02
   165      5.00281 1.873372e-03 3.858627e-05 1.100755e-03 4.480775e-03
   166      5.00461 1.292197e-03 1.527285e-03 1.090750e-03 1.258555e-03
   167      5.01264 1.137084e-03 8.357053e-05 4.224456e-04 2.905235e-03
   168      5.01734 4.535179e-03 1.635107e-04 1.961882e-03 1.148014e-02
   169      5.02045 3.169646e-03 3.551798e-03 6.418281e-04 5.315314e-03
   170      5.02853 1.591065e-03 4.656027e-05 2.064886e-03 2.661750e-03
   171      5.02967 2.570733e-03 2.811522e-03 1.258896e-05 4.888088e-03
   172      5.04110 6.178338e-03 7.691517e-03 1.943165e-05 1.082406e-02
   173      5.04624 1.973599e-02 3.629646e-04 6.156173e-04 5.822938e-02
   174      5.06034 4.029976e-03 4.888853e-03 3.699223e-03 3.501852e-03
   175      5.06679 2.172291e-03 3.797445e-04 6.131024e-03 6.105006e-06
   176      5.07944 2.767981e-03 4.571688e-03 1.617622e-03 2.114634e-03
   177      5.08839 1.131235e-03 3.330103e-04 9.509371e-04 2.109757e-03
   178      5.12001 1.076298e-03 8.727448e-04 1.228744e-03 1.127407e-03
   179      5.12929 1.289882e-03 1.541474e-03 1.818628e-03 5.095447e-04
   180      5.13631 9.246023e-04 1.304637e-04 2.626185e-03 1.715812e-05
   181      5.16238 1.098330e-02 4.992659e-03 2.771770e-02 2.395389e-04
   182      5.16556 1.712247e-02 3.731166e-02 1.365967e-02 3.960976e-04
   183      5.16913 1.300812e-03 9.732421e-04 2.851830e-03 7.736503e-05
   184      5.18042 4.459166e-03 1.502676e-04 1.302567e-02 2.015590e-04
   185      5.18271 1.289216e-02 3.860035e-02 6.415811e-05 1.197560e-05
   186      5.18986 2.601804e-03 6.338847e-04 3.773392e-04 6.794188e-03
   187      5.19120 6.783217e-03 1.427413e-02 5.553945e-03 5.215744e-04
   188      5.19740 1.004433e-02 2.887630e-02 7.183305e-04 5.383656e-04
   189      5.20200 4.079891e-03 3.324091e-03 7.262301e-03 1.653282e-03
   190      5.20801 5.181451e-03 1.001677e-03 1.398475e-02 5.579276e-04
   191      5.21027 8.113747e-03 3.461346e-03 2.073993e-02 1.399667e-04
   192      5.21316 9.330385e-03 2.271520e-03 2.466548e-02 1.054155e-03
   193      5.22859 2.180144e-02 4.040641e-03 5.995340e-02 1.410288e-03
   194      5.23533 1.995188e-02 5.809217e-02 1.561849e-03 2.016291e-04
   195      5.24056 2.459268e-03 6.490427e-03 8.856300e-04 1.748481e-06
   196      5.25498 1.769150e-03 1.795519e-03 3.371500e-03 1.404303e-04
   197      5.28002 1.167070e-03 3.149256e-04 3.069653e-03 1.166306e-04
   198      5.28402 1.922044e-03 4.827422e-03 8.517100e-04 8.699874e-05
   199      5.29183 1.801918e-03 3.025536e-03 2.258131e-03 1.220858e-04
   200      5.30124 5.903085e-04 1.164584e-05 8.964240e-05 1.669637e-03
   201      5.30549 1.361935e-03 1.583473e-03 1.392085e-03 1.110248e-03
   202      5.31068 1.464776e-03 5.228735e-05 3.247883e-03 1.094157e-03
   203      5.32124 3.153392e-03 3.260050e-03 6.003920e-03 1.962053e-04
   204      5.33115 3.055501e-03 4.862130e-04 8.543299e-03 1.369904e-04
   205      5.33286 5.119768e-03 1.352958e-02 3.564877e-04 1.473241e-03
   206      5.34315 8.845226e-04 1.927819e-03 7.232940e-04 2.454855e-06
   207      5.34796 2.846229e-04 6.959828e-04 1.172472e-04 4.063860e-05
   208      5.35868 2.266115e-03 3.178830e-03 3.397749e-03 2.217667e-04
   209      5.36157 7.814182e-04 5.556073e-04 5.670797e-05 1.731940e-03
   210      5.36862 1.839111e-03 3.049738e-04 1.843450e-05 5.193925e-03
   211      5.37392 1.316523e-03 2.110370e-06 1.353972e-03 2.593485e-03
   212      5.39517 1.342048e-03 1.223157e-04 2.408456e-03 1.495371e-03
   213      5.39784 3.106459e-03 1.181601e-03 7.066872e-04 7.431090e-03
   214      5.41248 1.107616e-03 1.635903e-03 5.358063e-04 1.151138e-03
   215      5.41338 1.805611e-03 1.492364e-03 3.255248e-03 6.692211e-04
   216      5.42070 3.672045e-03 1.008498e-02 7.112276e-04 2.199305e-04
   217      5.42927 5.240837e-03 1.078393e-03 1.321793e-02 1.426186e-03
   218      5.45798 1.042293e-03 1.886439e-03 4.080835e-05 1.199631e-03
   219      5.48957 2.494411e-03 3.778636e-05 1.160428e-04 7.329403e-03
   220      5.49509 6.011516e-04 1.038379e-03 4.242147e-04 3.408605e-04
   221      5.50492 3.054755e-04 3.710707e-04 4.001093e-05 5.053448e-04
   222      5.52358 3.665069e-05 1.100294e-05 1.735309e-05 8.159603e-05
   223      5.53020 1.302681e-04 1.508629e-05 1.211302e-04 2.545878e-04
   224      5.53292 1.017937e-04 2.731301e-06 1.171799e-04 1.854699e-04
   225      5.53648 2.892230e-04 6.822052e-04 3.540776e-06 1.819230e-04
   226      5.53980 1.080252e-04 2.223630e-05 1.293552e-04 1.724840e-04
   227      5.54342 5.499587e-04 8.118589e-05 1.773438e-05 1.550956e-03
   228      5.54680 2.277237e-04 1.911957e-04 7.501725e-07 4.912254e-04
   229      5.55295 3.562273e-04 4.473178e-04 4.039945e-04 2.173698e-04
   230      5.55904 5.337375e-04 1.530019e-03 5.328579e-05 1.790748e-05
   231      5.58076 1.828123e-03 4.311115e-05 4.566249e-03 8.750077e-04
   232      5.58546 1.905513e-03 1.757166e-03 2.342756e-03 1.616618e-03
   233      5.59246 2.433539e-03 4.550704e-03 2.067492e-03 6.824203e-04
   234      5.60116 2.046216e-04 1.817588e-05 2.400203e-04 3.556686e-04
   235      5.60571 1.574895e-03 3.381794e-03 2.877000e-04 1.055191e-03
   236      5.61401 5.082239e-04 1.377454e-04 4.645848e-05 1.340468e-03
   237      5.62282 1.690172e-03 3.135668e-03 1.831928e-03 1.029207e-04
   238      5.62459 1.396195e-03 6.872991e-07 3.546414e-03 6.414850e-04
   239      5.62691 1.717100e-03 4.528651e-04 1.223079e-04 4.576126e-03
   240      5.62908 1.462846e-03 4.192491e-04 1.824394e-03 2.144895e-03
   241      5.64144 2.210913e-03 2.915532e-04 1.987446e-03 4.353741e-03
   242      5.64323 6.241759e-04 1.787790e-03 8.395257e-05 7.853156e-07
   243      5.64707 2.489726e-04 4.933948e-05 1.534673e-04 5.441111e-04
   244      5.66005 5.056797e-04 1.207195e-03 1.848766e-04 1.249675e-04
   245      5.66873 4.584847e-04 4.818105e-04 8.084204e-04 8.522337e-05
   246      5.67268 3.851456e-04 9.963244e-04 1.587343e-04 3.780516e-07
   247      5.69047 9.912855e-04 8.691799e-04 8.739913e-04 1.230685e-03
   248      5.69899 2.901575e-03 9.219750e-04 2.472965e-03 5.309784e-03
   249      5.70740 2.692374e-03 4.678725e-03 9.150095e-04 2.483387e-03
   250      5.70968 1.809715e-03 2.091647e-03 3.246035e-03 9.146198e-05
   251      5.71621 1.062232e-03 1.346115e-03 1.576674e-03 2.639088e-04
   252      5.72144 5.556136e-04 9.161219e-04 3.253673e-04 4.253516e-04
   253      5.72519 7.117783e-03 1.090876e-02 1.044362e-02 9.674751e-07
   254      5.73809 1.724028e-03 2.165953e-03 2.735303e-03 2.708285e-04
   255      5.74084 1.754530e-03 3.897228e-03 4.184347e-04 9.479269e-04
   256      5.74166 4.541618e-03 5.801306e-04 1.296526e-02 7.946052e-05
   257      5.75094 1.138779e-03 2.617653e-03 6.868208e-04 1.118629e-04
   258      5.75379 1.871748e-03 5.000486e-03 1.293639e-04 4.853944e-04
   259      5.75839 3.755040e-03 7.428159e-03 3.816149e-03 2.081141e-05
   260      5.76381 1.843858e-03 3.387031e-03 2.143356e-03 1.185007e-06
   261      5.76617 1.236497e-03 1.554354e-04 3.494513e-03 5.954203e-05
   262      5.77643 7.703643e-05 1.249600e-04 2.189806e-05 8.425120e-05
   263      5.77981 9.276921e-04 1.179636e-03 1.602240e-03 1.200834e-06
   264      5.79148 1.803310e-03 3.753107e-03 1.487475e-03 1.693482e-04
   265      5.79583 1.119173e-03 2.506304e-04 3.094500e-03 1.238819e-05
   266      5.80277 3.046956e-04 8.844676e-04 2.877560e-05 8.435924e-07
   267      5.80933 1.395977e-04 1.949727e-04 1.543988e-04 6.942150e-05
   268      5.83015 4.092491e-04 1.593504e-04 1.062120e-03 6.277210e-06
   269      5.83875 5.576258e-05 1.051060e-04 1.462229e-06 6.071946e-05
   270      5.85211 1.052094e-04 2.093920e-04 3.852324e-05 6.771291e-05
   271      5.85491 3.389926e-05 6.247433e-05 1.696604e-05 2.225742e-05
   272      5.85937 2.488161e-04 5.718567e-04 1.736951e-04 8.963602e-07
   273      5.86604 4.548429e-04 7.568881e-04 4.165262e-04 1.911145e-04
   274      5.87121 1.209959e-03 3.183219e-06 4.225726e-04 3.204122e-03
   275      5.87589 1.736371e-04 3.635984e-05 4.430645e-04 4.148695e-05
   276      5.88441 9.632498e-05 2.000515e-04 8.856484e-05 3.586303e-07
   277      5.88786 7.453139e-06 6.666105e-06 1.553178e-05 1.615335e-07
   278      5.89390 5.577522e-04 5.544189e-05 7.309013e-04 8.869134e-04
   279      5.90033 9.894445e-05 2.296088e-04 2.748675e-07 6.694963e-05
   280      5.90161 2.336394e-04 1.636372e-04 2.446677e-04 2.926131e-04
   281      5.90457 4.133895e-04 1.372645e-05 2.924671e-04 9.339749e-04
   282      5.91059 3.347776e-03 1.802703e-05 2.983854e-06 1.002232e-02
   283      5.91627 2.305277e-04 8.345916e-06 2.647106e-04 4.185266e-04
   284      5.91690 5.267057e-05 3.412820e-05 1.088395e-04 1.504404e-05
   285      5.92136 3.396432e-04 2.966753e-04 1.516201e-04 5.706344e-04
   286      5.92884 4.219647e-04 9.905564e-05 1.127014e-04 1.054137e-03
   287      5.93078 5.213375e-04 2.519173e-05 6.926076e-04 8.462133e-04
   288      5.94316 4.054309e-04 7.446724e-06 3.568967e-04 8.519492e-04
   289      5.95146 5.847426e-04 1.382709e-03 3.708734e-04 6.459488e-07
   290      5.95595 1.006148e-03 3.918278e-04 2.626004e-03 6.133571e-07
   291      5.95845 5.072014e-05 1.511879e-05 5.007394e-05 8.696768e-05
   292      5.96650 1.509122e-03 9.969046e-04 2.538151e-03 9.923100e-04
   293      5.97353 3.370676e-04 1.662459e-04 8.304029e-04 1.455385e-05
   294      6.00528 1.567788e-05 2.307477e-05 9.695443e-07 2.298932e-05
   295      6.05361 5.716967e-02 1.660807e-01 4.464461e-03 9.638343e-04
   296      6.06384 5.278318e-02 2.666675e-03 1.555004e-01 1.824335e-04
   297      6.10621 4.024372e-02 5.262529e-04 3.577813e-03 1.166271e-01
   298      6.22398 3.113233e-05 5.718850e-05 1.885519e-05 1.735329e-05
