# Photoabsorption spectrum from real-time propagation
# GPAW version: 19.8.1
# Total time = 44.9700 fs, Time steps = [30.0000] as
# Kick = [1e-05, 0, 0]
# Gaussian folding, Width = 0.0600 eV = 0.002205 Hartree <=> FWHM = 0.141289 eV
#    om (eV)                  S_x                  S_y                  S_z
   10.000000     1.9216284145e-02     0.0000000000e+00     0.0000000000e+00
   10.050000     1.4773690996e-02     0.0000000000e+00     0.0000000000e+00
   10.100000     8.5118850435e-03     0.0000000000e+00     0.0000000000e+00
   10.150000     6.8407081903e-03    -0.0000000000e+00     0.0000000000e+00
   10.200000     8.9706513499e-03    -0.0000000000e+00     0.0000000000e+00
   10.250000     9.3090553237e-03    -0.0000000000e+00     0.0000000000e+00
   10.300000     6.3521933261e-03     0.0000000000e+00     0.0000000000e+00
   10.350000     4.5570373714e-03     0.0000000000e+00     0.0000000000e+00
   10.400000     6.7688136907e-03     0.0000000000e+00     0.0000000000e+00
   10.450000     9.1395815739e-03     0.0000000000e+00     0.0000000000e+00
   10.500000     9.6502321663e-03     0.0000000000e+00    -0.0000000000e+00
   10.550000     9.9924968617e-03     0.0000000000e+00    -0.0000000000e+00
   10.600000     1.2415036446e-02     0.0000000000e+00     0.0000000000e+00
   10.650000     1.4659254624e-02    -0.0000000000e+00     0.0000000000e+00
   10.700000     1.4262805205e-02    -0.0000000000e+00     0.0000000000e+00
   10.750000     1.1626768850e-02     0.0000000000e+00     0.0000000000e+00
   10.800000     9.6408848924e-03     0.0000000000e+00     0.0000000000e+00
   10.850000     8.7077608688e-03     0.0000000000e+00     0.0000000000e+00
   10.900000     7.9431494739e-03     0.0000000000e+00    -0.0000000000e+00
   10.950000     9.4630219260e-03     0.0000000000e+00    -0.0000000000e+00
   11.000000     1.3265959923e-02     0.0000000000e+00    -0.0000000000e+00
   11.050000     1.6084483587e-02    -0.0000000000e+00     0.0000000000e+00
   11.100000     1.4570099353e-02    -0.0000000000e+00     0.0000000000e+00
   11.150000     1.1429646285e-02     0.0000000000e+00     0.0000000000e+00
   11.200000     1.0282564017e-02     0.0000000000e+00     0.0000000000e+00
   11.250000     1.1199686494e-02     0.0000000000e+00     0.0000000000e+00
   11.300000     1.1893736823e-02     0.0000000000e+00     0.0000000000e+00
   11.350000     1.2088855686e-02     0.0000000000e+00    -0.0000000000e+00
   11.400000     1.2760311985e-02     0.0000000000e+00     0.0000000000e+00
   11.450000     1.3498646375e-02     0.0000000000e+00     0.0000000000e+00
   11.500000     1.4019411088e-02     0.0000000000e+00     0.0000000000e+00
   11.550000     1.4624334704e-02     0.0000000000e+00     0.0000000000e+00
   11.600000     1.5392427797e-02     0.0000000000e+00     0.0000000000e+00
   11.650000     1.5795608851e-02     0.0000000000e+00     0.0000000000e+00
   11.700000     1.6384059885e-02     0.0000000000e+00     0.0000000000e+00
   11.750000     1.4031265137e-02     0.0000000000e+00    -0.0000000000e+00
   11.800000     8.8607959336e-03     0.0000000000e+00    -0.0000000000e+00
   11.850000     5.1633342982e-03     0.0000000000e+00    -0.0000000000e+00
   11.900000     5.3266137653e-03     0.0000000000e+00     0.0000000000e+00
   11.950000     7.3366484442e-03    -0.0000000000e+00     0.0000000000e+00
   12.000000     9.3469768481e-03    -0.0000000000e+00    -0.0000000000e+00
   12.050000     1.2951657092e-02    -0.0000000000e+00    -0.0000000000e+00
   12.100000     1.8529351769e-02     0.0000000000e+00    -0.0000000000e+00
   12.150000     2.3208063771e-02     0.0000000000e+00     0.0000000000e+00
   12.200000     2.4791812691e-02     0.0000000000e+00     0.0000000000e+00
   12.250000     2.4075282990e-02     0.0000000000e+00     0.0000000000e+00
   12.300000     2.0198048171e-02     0.0000000000e+00     0.0000000000e+00
   12.350000     1.5442166275e-02     0.0000000000e+00     0.0000000000e+00
   12.400000     1.2599535792e-02     0.0000000000e+00     0.0000000000e+00
   12.450000     1.1888240856e-02     0.0000000000e+00     0.0000000000e+00
   12.500000     1.2704762493e-02     0.0000000000e+00     0.0000000000e+00
   12.550000     1.3600082066e-02     0.0000000000e+00     0.0000000000e+00
   12.600000     1.3417612682e-02     0.0000000000e+00     0.0000000000e+00
   12.650000     1.2997800065e-02     0.0000000000e+00     0.0000000000e+00
   12.700000     1.2924344304e-02     0.0000000000e+00     0.0000000000e+00
   12.750000     1.3451156470e-02     0.0000000000e+00     0.0000000000e+00
   12.800000     1.4430686130e-02    -0.0000000000e+00     0.0000000000e+00
   12.850000     1.3898841118e-02    -0.0000000000e+00     0.0000000000e+00
   12.900000     1.2349613138e-02     0.0000000000e+00     0.0000000000e+00
   12.950000     1.0066266841e-02     0.0000000000e+00     0.0000000000e+00
   13.000000     8.6962625581e-03     0.0000000000e+00     0.0000000000e+00
   13.050000     9.3385073300e-03    -0.0000000000e+00     0.0000000000e+00
   13.100000     1.1591031478e-02     0.0000000000e+00     0.0000000000e+00
   13.150000     1.5044341164e-02     0.0000000000e+00     0.0000000000e+00
   13.200000     1.8220927926e-02     0.0000000000e+00     0.0000000000e+00
   13.250000     1.7510734882e-02     0.0000000000e+00     0.0000000000e+00
   13.300000     1.2220477726e-02    -0.0000000000e+00     0.0000000000e+00
   13.350000     6.8646941313e-03    -0.0000000000e+00     0.0000000000e+00
   13.400000     4.2425749618e-03     0.0000000000e+00    -0.0000000000e+00
   13.450000     5.4122167266e-03     0.0000000000e+00    -0.0000000000e+00
   13.500000     9.3517015965e-03     0.0000000000e+00    -0.0000000000e+00
   13.550000     1.4325168813e-02     0.0000000000e+00    -0.0000000000e+00
   13.600000     1.7069869147e-02     0.0000000000e+00     0.0000000000e+00
   13.650000     1.8392721386e-02    -0.0000000000e+00     0.0000000000e+00
   13.700000     1.8752911134e-02    -0.0000000000e+00     0.0000000000e+00
   13.750000     1.6291057505e-02    -0.0000000000e+00     0.0000000000e+00
   13.800000     1.3481829514e-02     0.0000000000e+00     0.0000000000e+00
   13.850000     1.2422778576e-02     0.0000000000e+00     0.0000000000e+00
   13.900000     1.2681112365e-02     0.0000000000e+00     0.0000000000e+00
   13.950000     1.2364292625e-02     0.0000000000e+00     0.0000000000e+00
   14.000000     1.2081823590e-02     0.0000000000e+00     0.0000000000e+00
   14.050000     1.2422287707e-02     0.0000000000e+00     0.0000000000e+00
   14.100000     1.1923100738e-02     0.0000000000e+00     0.0000000000e+00
   14.150000     9.4603403692e-03    -0.0000000000e+00    -0.0000000000e+00
   14.200000     8.8059438627e-03    -0.0000000000e+00    -0.0000000000e+00
