# Photoabsorption spectrum from real-time propagation
# GPAW version: 19.8.1
# Total time = 44.9700 fs, Time steps = [30.0000] as
# Kick = [0, 1e-05, 0]
# Gaussian folding, Width = 0.0600 eV = 0.002205 Hartree <=> FWHM = 0.141289 eV
#    om (eV)                  S_x                  S_y                  S_z
    9.100000    -0.0000000000e+00     9.7388059160e-03     0.0000000000e+00
    9.150000    -0.0000000000e+00     1.0730195171e-02     0.0000000000e+00
    9.200000    -0.0000000000e+00     1.0069764758e-02     0.0000000000e+00
    9.250000     0.0000000000e+00     8.9901390605e-03     0.0000000000e+00
    9.300000     0.0000000000e+00     9.2414870335e-03     0.0000000000e+00
    9.350000     0.0000000000e+00     8.8385691636e-03    -0.0000000000e+00
    9.400000    -0.0000000000e+00     9.5171405720e-03    -0.0000000000e+00
    9.450000    -0.0000000000e+00     1.1236733505e-02    -0.0000000000e+00
    9.500000    -0.0000000000e+00     1.2495530468e-02    -0.0000000000e+00
    9.550000    -0.0000000000e+00     1.1592430512e-02    -0.0000000000e+00
    9.600000    -0.0000000000e+00     9.1621907325e-03    -0.0000000000e+00
    9.650000    -0.0000000000e+00     6.6670969109e-03    -0.0000000000e+00
    9.700000    -0.0000000000e+00     4.5263041332e-03    -0.0000000000e+00
    9.750000    -0.0000000000e+00     3.1344681052e-03    -0.0000000000e+00
    9.800000    -0.0000000000e+00     2.7673372566e-03    -0.0000000000e+00
    9.850000    -0.0000000000e+00     4.7718386504e-03    -0.0000000000e+00
    9.900000    -0.0000000000e+00     8.5329534444e-03    -0.0000000000e+00
    9.950000    -0.0000000000e+00     1.1623656693e-02    -0.0000000000e+00
   10.000000    -0.0000000000e+00     1.1338498154e-02    -0.0000000000e+00
   10.050000    -0.0000000000e+00     9.0117582783e-03    -0.0000000000e+00
   10.100000    -0.0000000000e+00     5.9401098154e-03     0.0000000000e+00
   10.150000    -0.0000000000e+00     3.9366775354e-03     0.0000000000e+00
   10.200000    -0.0000000000e+00     4.2451682835e-03     0.0000000000e+00
   10.250000    -0.0000000000e+00     5.2279085738e-03     0.0000000000e+00
   10.300000    -0.0000000000e+00     4.4823750856e-03     0.0000000000e+00
   10.350000    -0.0000000000e+00     2.2587777816e-03     0.0000000000e+00
   10.400000    -0.0000000000e+00     1.6131193296e-03     0.0000000000e+00
   10.450000    -0.0000000000e+00     3.0966905616e-03    -0.0000000000e+00
   10.500000    -0.0000000000e+00     5.5109729331e-03    -0.0000000000e+00
   10.550000    -0.0000000000e+00     7.0280344303e-03    -0.0000000000e+00
   10.600000    -0.0000000000e+00     9.2865611322e-03    -0.0000000000e+00
   10.650000    -0.0000000000e+00     1.2054976896e-02    -0.0000000000e+00
   10.700000    -0.0000000000e+00     1.1703255581e-02    -0.0000000000e+00
   10.750000    -0.0000000000e+00     8.7722735780e-03    -0.0000000000e+00
   10.800000    -0.0000000000e+00     7.7882205935e-03    -0.0000000000e+00
   10.850000     0.0000000000e+00     8.4030638294e-03    -0.0000000000e+00
   10.900000     0.0000000000e+00     8.3967324386e-03    -0.0000000000e+00
   10.950000    -0.0000000000e+00     8.8459533928e-03    -0.0000000000e+00
   11.000000    -0.0000000000e+00     1.0109269237e-02    -0.0000000000e+00
   11.050000    -0.0000000000e+00     1.1904353507e-02    -0.0000000000e+00
   11.100000    -0.0000000000e+00     1.1360565894e-02    -0.0000000000e+00
   11.150000    -0.0000000000e+00     8.0864836749e-03    -0.0000000000e+00
   11.200000    -0.0000000000e+00     4.6105127526e-03    -0.0000000000e+00
   11.250000    -0.0000000000e+00     3.8225326369e-03     0.0000000000e+00
   11.300000    -0.0000000000e+00     6.3901372775e-03     0.0000000000e+00
   11.350000    -0.0000000000e+00     1.0316961759e-02     0.0000000000e+00
   11.400000    -0.0000000000e+00     1.4134043217e-02     0.0000000000e+00
   11.450000    -0.0000000000e+00     1.6545390450e-02     0.0000000000e+00
   11.500000    -0.0000000000e+00     1.5864497600e-02     0.0000000000e+00
   11.550000    -0.0000000000e+00     1.2203880946e-02     0.0000000000e+00
   11.600000    -0.0000000000e+00     9.5955421337e-03     0.0000000000e+00
   11.650000    -0.0000000000e+00     8.8763906922e-03     0.0000000000e+00
   11.700000    -0.0000000000e+00     8.5616840898e-03     0.0000000000e+00
   11.750000    -0.0000000000e+00     6.8258703449e-03     0.0000000000e+00
   11.800000    -0.0000000000e+00     4.9584100384e-03    -0.0000000000e+00
   11.850000    -0.0000000000e+00     5.1429971693e-03    -0.0000000000e+00
   11.900000    -0.0000000000e+00     6.7158101719e-03    -0.0000000000e+00
   11.950000    -0.0000000000e+00     8.0961651838e-03    -0.0000000000e+00
   12.000000    -0.0000000000e+00     9.9626360214e-03     0.0000000000e+00
   12.050000    -0.0000000000e+00     1.3264059597e-02     0.0000000000e+00
   12.100000    -0.0000000000e+00     1.5924215063e-02     0.0000000000e+00
   12.150000    -0.0000000000e+00     1.6213687185e-02     0.0000000000e+00
   12.200000    -0.0000000000e+00     1.4096695056e-02     0.0000000000e+00
   12.250000    -0.0000000000e+00     1.1345517234e-02    -0.0000000000e+00
   12.300000     0.0000000000e+00     8.8610193326e-03    -0.0000000000e+00
   12.350000     0.0000000000e+00     8.5318062264e-03    -0.0000000000e+00
   12.400000     0.0000000000e+00     9.9148169240e-03    -0.0000000000e+00
   12.450000     0.0000000000e+00     1.0815833939e-02    -0.0000000000e+00
   12.500000     0.0000000000e+00     1.0924396232e-02    -0.0000000000e+00
   12.550000     0.0000000000e+00     1.0308774517e-02    -0.0000000000e+00
   12.600000    -0.0000000000e+00     8.3147927244e-03    -0.0000000000e+00
   12.650000    -0.0000000000e+00     5.9678581127e-03    -0.0000000000e+00
   12.700000    -0.0000000000e+00     5.8958282155e-03    -0.0000000000e+00
   12.750000     0.0000000000e+00     7.5483815673e-03    -0.0000000000e+00
   12.800000     0.0000000000e+00     9.3377967113e-03    -0.0000000000e+00
   12.850000     0.0000000000e+00     1.0661347231e-02    -0.0000000000e+00
   12.900000     0.0000000000e+00     1.0612590775e-02    -0.0000000000e+00
   12.950000    -0.0000000000e+00     7.2178700810e-03    -0.0000000000e+00
   13.000000    -0.0000000000e+00     4.4073209631e-03    -0.0000000000e+00
   13.050000    -0.0000000000e+00     4.9419267027e-03    -0.0000000000e+00
   13.100000    -0.0000000000e+00     6.9546594835e-03    -0.0000000000e+00
   13.150000    -0.0000000000e+00     9.8049907513e-03    -0.0000000000e+00
   13.200000    -0.0000000000e+00     1.1975452995e-02    -0.0000000000e+00
   13.250000    -0.0000000000e+00     1.1825171602e-02    -0.0000000000e+00
   13.300000    -0.0000000000e+00     1.0156415618e-02    -0.0000000000e+00
   13.350000     0.0000000000e+00     8.1525305543e-03    -0.0000000000e+00
   13.400000     0.0000000000e+00     5.0036717116e-03    -0.0000000000e+00
   13.450000     0.0000000000e+00     3.5164070047e-03     0.0000000000e+00
   13.500000     0.0000000000e+00     6.2748679795e-03     0.0000000000e+00
   13.550000     0.0000000000e+00     1.1143242051e-02     0.0000000000e+00
   13.600000     0.0000000000e+00     1.4860469560e-02     0.0000000000e+00
   13.650000     0.0000000000e+00     1.9084466668e-02    -0.0000000000e+00
   13.700000     0.0000000000e+00     2.2691608295e-02    -0.0000000000e+00
   13.750000    -0.0000000000e+00     2.0625882825e-02    -0.0000000000e+00
   13.800000    -0.0000000000e+00     1.5582244501e-02    -0.0000000000e+00
   13.850000    -0.0000000000e+00     1.1206077941e-02    -0.0000000000e+00
   13.900000    -0.0000000000e+00     9.4208049736e-03     0.0000000000e+00
   13.950000    -0.0000000000e+00     9.7530682469e-03     0.0000000000e+00
   14.000000    -0.0000000000e+00     1.0634182750e-02     0.0000000000e+00
   14.050000    -0.0000000000e+00     1.1438478249e-02    -0.0000000000e+00
   14.100000    -0.0000000000e+00     1.1910070088e-02    -0.0000000000e+00
   14.150000    -0.0000000000e+00     1.1051613041e-02    -0.0000000000e+00
   14.200000    -0.0000000000e+00     9.8018817570e-03     0.0000000000e+00
   14.250000    -0.0000000000e+00     1.0454119627e-02     0.0000000000e+00
   14.300000     0.0000000000e+00     1.2798510510e-02     0.0000000000e+00
   14.350000    -0.0000000000e+00     1.3842510065e-02     0.0000000000e+00
   14.400000    -0.0000000000e+00     1.2912807537e-02     0.0000000000e+00
   14.450000    -0.0000000000e+00     1.2162578322e-02     0.0000000000e+00
   14.500000     0.0000000000e+00     9.8431476693e-03     0.0000000000e+00
   14.550000     0.0000000000e+00     9.0460264441e-03    -0.0000000000e+00
   14.600000     0.0000000000e+00     1.2302664109e-02    -0.0000000000e+00
   14.650000    -0.0000000000e+00     1.5645247205e-02    -0.0000000000e+00
   14.700000    -0.0000000000e+00     1.7797465017e-02    -0.0000000000e+00
   14.750000    -0.0000000000e+00     2.1613007515e-02    -0.0000000000e+00
   14.800000    -0.0000000000e+00     2.5037969595e-02    -0.0000000000e+00
   14.850000    -0.0000000000e+00     2.1074432180e-02    -0.0000000000e+00
   14.900000    -0.0000000000e+00     1.1573349287e-02    -0.0000000000e+00
   14.950000    -0.0000000000e+00     5.6617966857e-03     0.0000000000e+00
   15.000000    -0.0000000000e+00     5.8491298212e-03     0.0000000000e+00
   15.050000    -0.0000000000e+00     7.8296320182e-03     0.0000000000e+00
   15.100000    -0.0000000000e+00     9.6749776757e-03     0.0000000000e+00
   15.150000    -0.0000000000e+00     1.0920673221e-02     0.0000000000e+00
   15.200000    -0.0000000000e+00     1.0679134851e-02     0.0000000000e+00
   15.250000    -0.0000000000e+00     8.9187294427e-03     0.0000000000e+00
   15.300000    -0.0000000000e+00     8.4498965798e-03     0.0000000000e+00
   15.350000    -0.0000000000e+00     9.8820088489e-03    -0.0000000000e+00
   15.400000    -0.0000000000e+00     1.1093613960e-02    -0.0000000000e+00
   15.450000     0.0000000000e+00     1.2135245439e-02    -0.0000000000e+00
   15.500000     0.0000000000e+00     1.1975890519e-02     0.0000000000e+00
   15.550000     0.0000000000e+00     9.7302143968e-03     0.0000000000e+00
   15.600000     0.0000000000e+00     6.5510522667e-03     0.0000000000e+00
   15.650000    -0.0000000000e+00     5.9018206346e-03     0.0000000000e+00
   15.700000    -0.0000000000e+00     8.1498620648e-03     0.0000000000e+00
   15.750000    -0.0000000000e+00     1.1838967787e-02     0.0000000000e+00
   15.800000     0.0000000000e+00     1.4620482190e-02    -0.0000000000e+00
   15.850000     0.0000000000e+00     1.5063176051e-02    -0.0000000000e+00
   15.900000     0.0000000000e+00     1.3198713392e-02    -0.0000000000e+00
   15.950000    -0.0000000000e+00     1.0638359270e-02    -0.0000000000e+00
   16.000000    -0.0000000000e+00     1.0932963153e-02    -0.0000000000e+00
   16.050000    -0.0000000000e+00     1.3825879555e-02    -0.0000000000e+00
   16.100000    -0.0000000000e+00     1.6436449633e-02    -0.0000000000e+00
   16.150000    -0.0000000000e+00     1.6900130383e-02    -0.0000000000e+00
   16.200000    -0.0000000000e+00     1.6006332651e-02    -0.0000000000e+00
   16.250000    -0.0000000000e+00     1.4575644380e-02    -0.0000000000e+00
   16.300000    -0.0000000000e+00     1.4154013822e-02     0.0000000000e+00
   16.350000    -0.0000000000e+00     1.5305086685e-02     0.0000000000e+00
   16.400000    -0.0000000000e+00     1.8615097179e-02     0.0000000000e+00
   16.450000    -0.0000000000e+00     2.2996797930e-02     0.0000000000e+00
   16.500000    -0.0000000000e+00     2.6853244098e-02     0.0000000000e+00
   16.550000    -0.0000000000e+00     2.8969056423e-02     0.0000000000e+00
   16.600000     0.0000000000e+00     2.7743383457e-02     0.0000000000e+00
   16.650000     0.0000000000e+00     2.6076794710e-02     0.0000000000e+00
   16.700000     0.0000000000e+00     2.4366087581e-02     0.0000000000e+00
   16.750000     0.0000000000e+00     2.1075027523e-02    -0.0000000000e+00
   16.800000    -0.0000000000e+00     1.8344081018e-02    -0.0000000000e+00
   16.850000     0.0000000000e+00     1.7764774006e-02    -0.0000000000e+00
   16.900000     0.0000000000e+00     1.5900569886e-02    -0.0000000000e+00
   16.950000     0.0000000000e+00     1.3218428092e-02     0.0000000000e+00
   17.000000     0.0000000000e+00     1.3960530132e-02     0.0000000000e+00
   17.050000     0.0000000000e+00     1.7086302379e-02     0.0000000000e+00
   17.100000    -0.0000000000e+00     1.6632702743e-02     0.0000000000e+00
   17.150000    -0.0000000000e+00     1.1341308931e-02     0.0000000000e+00
   17.200000    -0.0000000000e+00     7.6784405151e-03     0.0000000000e+00
   17.250000    -0.0000000000e+00     8.5827071219e-03    -0.0000000000e+00
   17.300000    -0.0000000000e+00     1.1304037548e-02    -0.0000000000e+00
   17.350000    -0.0000000000e+00     1.2694060049e-02    -0.0000000000e+00
   17.400000    -0.0000000000e+00     1.3180409672e-02    -0.0000000000e+00
   17.450000    -0.0000000000e+00     1.2844983074e-02    -0.0000000000e+00
   17.500000    -0.0000000000e+00     1.1209675515e-02    -0.0000000000e+00
   17.550000    -0.0000000000e+00     8.8872736384e-03    -0.0000000000e+00
   17.600000    -0.0000000000e+00     8.4434905777e-03    -0.0000000000e+00
   17.650000    -0.0000000000e+00     1.0203990087e-02    -0.0000000000e+00
   17.700000     0.0000000000e+00     1.2333057124e-02    -0.0000000000e+00
   17.750000    -0.0000000000e+00     1.3997300131e-02    -0.0000000000e+00
   17.800000    -0.0000000000e+00     1.3388256645e-02    -0.0000000000e+00
   17.850000    -0.0000000000e+00     1.1135626074e-02    -0.0000000000e+00
   17.900000    -0.0000000000e+00     9.2100902737e-03    -0.0000000000e+00
   17.950000    -0.0000000000e+00     8.9820178589e-03    -0.0000000000e+00
