# Photoabsorption spectrum from linear response TD-DFT
# GPAW version: 19.8.1
# Gauss folded, width=0.06 [eV]
# length form# om [eV]     osz          osz x       osz y       osz z
   0.99635 2.9869674e-05 3.5424248e-05 5.2265322e-05 1.9194518e-06
   1.01135 7.9857830e-05 9.6179309e-05 1.3833214e-04 5.0620411e-06
   1.02635 2.0065208e-04 2.4540790e-04 3.4400684e-04 1.2541487e-05
   1.04135 4.7381778e-04 5.8846192e-04 8.0380047e-04 2.9190943e-05
   1.05635 1.0515328e-03 1.3260749e-03 1.7646938e-03 6.3829838e-05
   1.07135 2.1932102e-03 2.8082421e-03 3.6402663e-03 1.3112235e-04
   1.08635 4.2991800e-03 5.5887501e-03 7.0557390e-03 2.5305098e-04
   1.10135 7.9202845e-03 1.0452142e-02 1.2849917e-02 4.5879488e-04
   1.11635 1.3713472e-02 1.8369746e-02 2.1989206e-02 7.8146484e-04
   1.13135 2.2315525e-02 3.0339261e-02 3.5356820e-02 1.2504948e-03
   1.14635 3.4128818e-02 4.7087715e-02 5.3418828e-02 1.8799114e-03
   1.16135 4.9055881e-02 6.8676435e-02 7.5836128e-02 2.6550817e-03
   1.17635 6.6270115e-02 9.4124381e-02 1.0116302e-01 3.5229477e-03
   1.19135 8.4139932e-02 1.2122371e-01 1.2680444e-01 4.3916388e-03
   1.20635 1.0040267e-01 1.4671041e-01 1.4935426e-01 5.1433536e-03
   1.22135 1.1260249e-01 1.6684727e-01 1.6530069e-01 5.6595014e-03
   1.23635 1.1868921e-01 1.7830319e-01 1.7191324e-01 5.8512020e-03
   1.25135 1.1758080e-01 1.7905161e-01 1.6800633e-01 5.6844766e-03
   1.26635 1.0947770e-01 1.6895614e-01 1.5428661e-01 5.1903686e-03
   1.28135 9.5803860e-02 1.4981124e-01 1.3314442e-01 4.4559258e-03
   1.29635 7.8798250e-02 1.2482125e-01 1.0797369e-01 3.5998056e-03
   1.31135 6.0917952e-02 9.7725382e-02 8.2286159e-02 2.7423146e-03
   1.32635 4.4271066e-02 7.1896411e-02 5.8935600e-02 1.9811880e-03
   1.34135 3.0255160e-02 4.9706349e-02 3.9677821e-02 1.3813117e-03
   1.35635 1.9468977e-02 3.2300892e-02 2.5124813e-02 9.8122818e-04
   1.37135 1.1854046e-02 1.9747288e-02 1.5000339e-02 8.1451247e-04
   1.38635 6.9585941e-03 1.1402956e-02 8.5314951e-03 9.4133139e-04
   1.40135 4.2128233e-03 6.3295619e-03 4.8249884e-03 1.4839197e-03
   1.41635 3.1426667e-03 3.6286129e-03 3.1421015e-03 2.6572858e-03
   1.43135 3.4961465e-03 2.6513945e-03 3.0549562e-03 4.7820888e-03
   1.44635 5.2877723e-03 3.0948685e-03 4.5063446e-03 8.2621037e-03
   1.46135 8.7750817e-03 5.0169059e-03 7.7991208e-03 1.3509218e-02
   1.47635 1.4375654e-02 8.7941138e-03 1.3522110e-02 2.0810739e-02
   1.49135 2.2527479e-02 1.5022946e-02 2.2400276e-02 3.0159215e-02
   1.50635 3.3502744e-02 2.4352220e-02 3.5058896e-02 4.1097116e-02
   1.52135 4.7208466e-02 3.7249194e-02 5.1725792e-02 5.2650411e-02
   1.53635 6.3039137e-02 5.3745340e-02 7.1955388e-02 6.3416682e-02
   1.55135 7.9869084e-02 7.3266172e-02 9.4515294e-02 7.1825787e-02
   1.56635 9.6265027e-02 9.4687965e-02 1.1758915e-01 7.6517964e-02
   1.58135 1.1094899e-01 1.1674249e-01 1.3938427e-01 7.6720197e-02
   1.59635 1.2345173e-01 1.3878477e-01 1.5908612e-01 7.2484283e-02
   1.61135 1.3479083e-01 1.6176235e-01 1.7791474e-01 6.4695400e-02
   1.62635 1.4792352e-01 1.8903825e-01 1.9988358e-01 5.4848734e-02
   1.64135 1.6770363e-01 2.2661304e-01 2.3181872e-01 4.4679125e-02
   1.65635 2.0014616e-01 2.8235004e-01 2.8231657e-01 3.5771876e-02
   1.67135 2.5098177e-01 3.6407009e-01 3.5960830e-01 2.9266916e-02
   1.68635 3.2374151e-01 4.7680685e-01 4.6870528e-01 2.5712400e-02
   1.70135 4.1787761e-01 6.1996615e-01 6.0860316e-01 2.5063520e-02
   1.71635 5.2758299e-01 7.8541333e-01 7.7054960e-01 2.6786055e-02
   1.73135 6.4190302e-01 9.5743052e-01 9.3826059e-01 3.0017935e-02
   1.74635 7.4638782e-01 1.1149734e+00 1.0904373e+00 3.3752813e-02
   1.76135 8.2600014e-01 1.2358540e+00 1.2051258e+00 3.7020634e-02
   1.77635 8.6848595e-01 1.3017085e+00 1.2647055e+00 3.9043828e-02
   1.79135 8.6718053e-01 1.3022341e+00 1.2599597e+00 3.9347798e-02
   1.80635 8.2239272e-01 1.2374007e+00 1.1919685e+00 3.7808878e-02
   1.82135 7.4101554e-01 1.1170573e+00 1.0713533e+00 3.4636018e-02
   1.83635 6.3461867e-01 9.5823561e-01 9.1531849e-01 3.0301899e-02
   1.85135 5.1672766e-01 7.8113804e-01 7.4358490e-01 2.5460033e-02
   1.86635 4.0013445e-01 6.0503827e-01 5.7446096e-01 2.0904131e-02
   1.88135 2.9492850e-01 4.4513096e-01 4.2200908e-01 1.7645454e-02
   1.89635 2.0761249e-01 3.1089574e-01 2.9473927e-01 1.7202453e-02
   1.91135 1.4132175e-01 2.0601036e-01 1.9575161e-01 2.2203272e-02
   1.92635 9.6902016e-02 1.2943653e-01 1.2390434e-01 3.7365184e-02
   1.94135 7.4447674e-02 7.7100732e-02 7.5454339e-02 7.0787950e-02
   1.95635 7.4837143e-02 4.3606373e-02 4.5665277e-02 1.3523978e-01
   1.97135 1.0078761e-01 2.3581478e-02 3.0035440e-02 2.4874592e-01
   1.98635 1.5697878e-01 1.2492860e-02 2.4985966e-02 4.3345751e-01
   2.00135 2.4891365e-01 6.9548282e-03 2.8014319e-02 7.1177179e-01
   2.01635 3.8047639e-01 4.6768701e-03 3.7432075e-02 1.0993202e+00
   2.03135 5.5064834e-01 4.2240476e-03 5.1871519e-02 1.5958494e+00
   2.04635 7.5043792e-01 4.7332337e-03 6.9772633e-02 2.1768079e+00
   2.06135 9.6146907e-01 5.6736247e-03 8.9051706e-02 2.7896819e+00
   2.07635 1.1574926e+00 6.6881767e-03 1.0709421e-01 3.3586954e+00
   2.09135 1.3091670e+00 7.5155238e-03 1.2110283e-01 3.7988825e+00
   2.10635 1.3910524e+00 7.9706343e-03 1.2869012e-01 4.0364963e+00
   2.12135 1.3885330e+00 7.9542661e-03 1.2849037e-01 4.0291543e+00
   2.13635 1.3020610e+00 7.4635971e-03 1.2053887e-01 3.7781805e+00
   2.15135 1.1470171e+00 6.5867626e-03 1.0625467e-01 3.3282100e+00
   2.16635 9.4924217e-01 5.4786679e-03 8.8029469e-02 2.7542184e+00
   2.18135 7.3802256e-01 4.3294265e-03 6.8588886e-02 2.1411494e+00
   2.19635 5.3914721e-01 3.3460749e-03 5.0373120e-02 1.5637224e+00
   2.21135 3.7026398e-01 2.7716501e-03 3.5153189e-02 1.0728671e+00
   2.22635 2.3950974e-01 2.9645822e-03 2.3987675e-02 6.9157695e-01
   2.24135 1.4701077e-01 4.5560737e-03 1.7498657e-02 4.1897757e-01
   2.25635 8.7992996e-02 8.6893233e-03 1.6355865e-02 2.3893380e-01
   2.27135 5.6124767e-02 1.7312418e-02 2.1816200e-02 1.2924568e-01
   2.28635 4.6142819e-02 3.3438235e-02 3.6149375e-02 6.8840846e-02
   2.30135 5.5412679e-02 6.1207047e-02 6.2767583e-02 4.2263406e-02
   2.31635 8.4560510e-02 1.0552768e-01 1.0587961e-01 4.2274233e-02
   2.33135 1.3758923e-01 1.7109722e-01 1.6955746e-01 7.2113004e-02
