0 18  0 0  0.178811 2     -8.28673e-03 3.17330e-02 -5.51313e-03   -9.68334e-03 3.38942e-02 -5.67735e-03   -1.65879e-05 -2.33784e-05 1.77283e-06
0 19  0 0  0.178914 2     3.22701e-02 7.33221e-03 3.07336e-04   3.44786e-02 8.62773e-03 3.14742e-04   1.90844e-05 -3.53140e-06 8.22222e-06
0 20  0 0  0.183281 2     5.03747e-04 6.73371e-04 -1.28964e-03   4.79396e-04 6.44765e-04 -1.23178e-03   -5.92810e-06 -4.88105e-06 -5.08114e-06
0 21  0 0  0.188177 2     1.02705e-02 9.60482e-03 -1.47028e-03   1.06711e-02 1.01199e-02 -1.43083e-03   1.26809e-05 -5.26005e-05 7.95831e-06
0 22  0 0  0.188397 2     -9.39818e-03 8.27064e-03 -8.70602e-04   -9.92959e-03 8.64122e-03 -9.14932e-04   -5.49726e-05 -1.36949e-05 3.42478e-07
0 23  0 0  0.192349 2     -2.46747e-03 3.61552e-03 7.41631e-03   -2.48154e-03 3.57128e-03 7.29255e-03   -1.27167e-05 -8.89245e-06 -5.04028e-06
0 24  0 0  0.192487 2     1.63265e-03 -1.91607e-03 4.75614e-03   1.73092e-03 -1.96306e-03 4.81167e-03   9.67169e-06 5.34711e-06 7.84793e-06
0 25  0 0  0.196112 2     2.62647e-03 -3.88554e-03 -1.46301e-02   2.49715e-03 -3.60778e-03 -1.37942e-02   9.47595e-06 -6.83427e-06 5.20599e-06
0 26  0 0  0.199085 2     -7.35620e-04 8.16389e-03 4.65139e-02   -7.43106e-04 7.50949e-03 4.25835e-02   -2.61890e-06 -9.96951e-07 1.82611e-07
0 27  0 0  0.203578 2     -1.28001e-02 -4.66974e-03 9.68865e-04   -1.02216e-02 -3.55860e-03 7.27218e-04   -1.87914e-05 2.15661e-05 -4.81234e-06
0 28  0 0  0.20395 2     6.41685e-03 -1.29941e-02 -1.05295e-03   5.28813e-03 -1.04351e-02 -1.70769e-03   2.31831e-05 1.92574e-05 1.53597e-07
0 29  0 0  0.206532 2     -1.51867e-02 2.80712e-02 2.93780e-03   -1.52667e-02 2.72633e-02 3.58122e-03   -1.56757e-05 -7.39960e-06 -8.01472e-06
0 30  0 0  0.206677 2     -2.86803e-02 -1.68905e-02 -2.32464e-03   -2.76954e-02 -1.69038e-02 -2.45651e-03   -8.08632e-07 8.62283e-06 -5.67245e-07
0 31  0 0  0.207339 2     -5.95069e-03 3.71666e-03 -1.52512e-03   -5.86506e-03 3.48856e-03 -1.44206e-03   -2.13409e-06 -3.67733e-06 -7.36350e-06
0 32  0 0  0.208186 2     -1.14069e-03 -3.10758e-03 3.39918e-02   -1.06202e-03 -2.47354e-03 3.39205e-02   -2.44156e-06 -1.24688e-06 -2.34098e-06
0 33  0 0  0.2089 2     4.07434e-03 1.34760e-03 -5.98708e-03   3.46645e-03 1.57760e-03 -5.99612e-03   -1.20090e-05 -1.01172e-05 -2.89299e-05
0 34  0 0  0.211039 2     9.61118e-04 1.52909e-03 1.51466e-02   9.37310e-04 1.77947e-03 1.54206e-02   -6.55525e-06 9.62799e-06 -2.21120e-06
0 35  0 0  0.212575 2     2.18735e-03 -2.28135e-03 2.23917e-03   2.57663e-03 -2.70941e-03 2.25126e-03   -5.01228e-05 9.69223e-06 -4.65500e-06
0 36  0 0  0.212729 2     3.45693e-03 2.36373e-03 -2.02046e-03   3.87446e-03 2.71104e-03 -2.10070e-03   1.70999e-05 5.56310e-05 -4.65522e-06
0 37  0 0  0.214717 2     9.21343e-04 -2.34714e-03 4.94748e-03   9.27837e-04 -1.54786e-03 5.05481e-03   -1.99320e-05 -9.51191e-06 3.16988e-05
0 38  0 0  0.215514 2     4.43294e-04 5.02204e-03 -9.14431e-03   -1.08066e-03 4.08439e-03 -9.28171e-03   -2.24342e-05 3.47806e-05 5.67896e-06
0 39  0 0  0.215575 2     5.41705e-03 -2.03320e-04 5.12617e-03   4.21378e-03 1.16474e-03 5.18392e-03   -3.04786e-05 -1.45936e-06 -6.65617e-06
0 40  0 0  0.216241 2     -1.25064e-03 1.32433e-03 2.22931e-02   -1.67400e-03 5.19169e-04 2.24499e-02   1.03126e-05 2.69965e-05 -8.04494e-06
0 41  0 0  0.218087 2     8.61210e-04 1.10088e-03 5.76305e-04   7.39334e-04 9.78796e-04 5.68803e-04   -4.61745e-06 1.83218e-05 1.28984e-04
0 42  0 0  0.219662 2     -3.48658e-04 -6.10200e-05 2.35081e-04   -2.76569e-04 -2.20255e-04 3.08189e-04   6.55715e-06 -4.02666e-06 -2.36780e-05
1 4  0 0  0.0562613 2     1.67071e-01 -6.99360e-01 -4.10169e+00   1.66470e-01 -6.96710e-01 -4.07207e+00   1.55755e-04 -5.29285e-05 1.61414e-05
1 5  0 0  0.060773 2     2.69458e+00 8.91739e-01 -4.05587e-02   2.67945e+00 8.86517e-01 -4.00780e-02   3.27624e-04 -2.86581e-04 1.65073e-04
1 6  0 0  0.0610324 2     -8.84662e-01 2.64988e+00 -4.75240e-01   -8.79594e-01 2.63441e+00 -4.69103e-01   -4.75008e-04 -3.94479e-04 -2.08955e-05
1 7  0 0  0.069196 2     -1.60246e-02 -8.44943e-04 -1.54722e-02   -1.61058e-02 -1.70933e-03 -1.65223e-02   -7.00818e-06 -6.33320e-07 -6.15726e-06
1 8  0 0  0.0737516 2     4.61601e-03 -3.87071e-02 -2.09486e-01   4.98925e-03 -4.02298e-02 -2.26372e-01   1.15947e-05 6.49989e-07 2.44694e-06
1 9  0 0  0.0783286 2     -2.89014e-03 -8.16552e-03 4.90719e-03   -3.20801e-03 -9.47787e-03 4.87747e-03   -1.29318e-05 8.03583e-05 4.17990e-04
1 10  0 0  0.103039 2     -2.66590e-03 8.22772e-04 1.20162e-03   -2.67086e-03 1.05276e-03 1.33152e-03   1.45974e-05 3.20199e-06 4.74243e-06
1 11  0 0  0.109231 2     -1.16318e-01 -1.10197e-01 1.60502e-02   -1.19942e-01 -1.13985e-01 1.63077e-02   -5.96086e-05 2.19460e-04 -4.10634e-05
1 12  0 0  0.109482 2     -1.08615e-01 1.07932e-01 -2.53301e-02   -1.12553e-01 1.11429e-01 -2.56780e-02   -2.40027e-04 -7.02955e-05 -1.11477e-05
1 13  0 0  0.113974 2     -4.57291e-03 1.79002e-02 8.54917e-02   -4.88346e-03 1.92854e-02 9.28256e-02   -1.37579e-05 3.23055e-07 -4.57550e-06
1 14  0 0  0.115859 2     -4.65677e-03 3.05816e-03 2.16939e-03   -4.80394e-03 3.12961e-03 2.51082e-03   4.86930e-06 -8.10414e-06 -7.31011e-06
1 15  0 0  0.11933 2     8.22363e-02 4.81835e-02 -6.37783e-03   8.37136e-02 4.93332e-02 -6.61983e-03   5.32835e-05 -8.48942e-05 1.67016e-05
1 16  0 0  0.119641 2     4.61988e-02 -7.60930e-02 1.62873e-02   4.73739e-02 -7.75998e-02 1.68673e-02   1.05409e-04 6.33491e-05 3.46278e-06
1 17  0 0  0.121601 2     2.73462e-03 -1.76137e-03 1.58370e-03   2.74841e-03 -1.76898e-03 1.65952e-03   1.25063e-05 4.03840e-06 4.76907e-08
1 18  0 0  0.134467 2     -2.59825e-03 5.16211e-03 2.36103e-04   -3.43833e-03 5.75054e-03 3.75931e-04   5.22834e-05 1.48852e-05 -2.41811e-07
1 19  0 0  0.13457 2     -7.46289e-03 -3.47633e-03 1.05192e-03   -8.03256e-03 -4.26644e-03 1.04620e-03   1.30106e-05 -5.51724e-05 1.15464e-05
1 20  0 0  0.138937 2     3.44145e-03 -1.60065e-02 -8.22474e-02   3.73838e-03 -1.73099e-02 -8.90625e-02   6.14096e-06 -6.96582e-06 5.43517e-07
1 21  0 0  0.143834 2     3.99280e-02 1.01260e-02 -1.15926e-04   4.08671e-02 1.04188e-02 -1.29099e-04   -3.10815e-05 2.79852e-05 -2.91635e-06
1 22  0 0  0.144053 2     1.14871e-02 -3.89013e-02 1.45963e-02   1.16856e-02 -3.95090e-02 1.57805e-02   -2.79160e-05 -2.54464e-05 5.49998e-06
1 23  0 0  0.148005 2     1.91824e-03 -8.19041e-03 -1.44287e-02   2.06077e-03 -8.71337e-03 -1.83569e-02   -9.77379e-06 -9.32613e-06 -8.99530e-06
1 24  0 0  0.148143 2     -2.06462e-03 1.06579e-02 1.49969e-02   -2.17981e-03 1.11944e-02 1.93697e-02   5.48901e-06 5.93261e-06 -1.11308e-05
1 25  0 0  0.151768 2     1.36453e-03 1.32738e-03 -9.32801e-04   1.24202e-03 1.03653e-03 -1.09389e-03   2.22202e-06 7.18406e-06 -4.50329e-05
1 26  0 0  0.154741 2     -7.92206e-05 -4.69405e-05 -1.02401e-03   1.96337e-04 -5.32632e-05 -9.18971e-04   2.31185e-05 1.48053e-05 -1.02270e-05
1 27  0 0  0.159234 2     1.63805e-02 8.79817e-03 -1.26318e-04   1.51902e-02 8.29844e-03 -4.96617e-04   7.82327e-05 -1.10416e-04 1.78646e-05
1 28  0 0  0.159606 2     8.71205e-03 -1.67818e-02 1.21121e-03   8.35632e-03 -1.58129e-02 9.86622e-04   1.16612e-04 7.17379e-05 1.70993e-06
1 29  0 0  0.162188 2     2.65538e-03 -9.17780e-03 -3.53064e-03   3.77627e-03 -1.00876e-02 -3.49364e-03   1.72313e-04 1.08254e-04 -8.76741e-07
1 30  0 0  0.162333 2     -7.75422e-03 -2.58075e-03 -2.03686e-03   -8.53266e-03 -3.80600e-03 -2.30054e-03   -1.06101e-04 1.79779e-04 -4.45816e-05
1 31  0 0  0.162995 2     -1.43233e-03 4.02253e-03 2.97312e-02   -1.15726e-03 3.25095e-03 3.24166e-02   1.70623e-05 4.74240e-05 -5.79723e-06
1 32  0 0  0.163842 2     -1.26708e-03 2.56620e-03 3.49002e-03   -1.40442e-03 2.35079e-03 3.05055e-03   -4.64944e-05 1.66644e-05 5.73285e-05
1 33  0 0  0.164556 2     -5.70930e-04 3.81883e-03 1.67663e-02   -3.35588e-04 2.69551e-03 1.40703e-02   7.73737e-07 -6.33686e-06 -7.54116e-06
1 34  0 0  0.166695 2     -1.15481e-03 1.06717e-03 2.41136e-03   -1.52409e-03 1.89994e-04 2.59827e-03   1.44240e-06 -4.17983e-05 -1.43922e-04
1 35  0 0  0.168231 2     -5.51794e-03 -1.29657e-02 7.26260e-03   -5.33788e-03 -1.44525e-02 7.82806e-03   -3.83058e-05 -3.86926e-05 1.30540e-05
1 36  0 0  0.168385 2     -1.44988e-02 7.08041e-03 -1.84237e-03   -1.63975e-02 6.94346e-03 -1.87047e-03   4.51114e-05 -4.42755e-05 1.01867e-05
1 37  0 0  0.170373 2     -5.26313e-03 1.24110e-03 8.46248e-03   -3.82260e-03 5.52846e-05 7.97745e-03   4.08836e-06 -9.79576e-06 6.71618e-06
1 38  0 0  0.17117 2     -2.93310e-04 3.17282e-03 2.17690e-03   -2.23480e-03 1.69230e-03 2.38083e-03   -3.79196e-06 2.07705e-05 2.68366e-06
1 39  0 0  0.171231 2     1.24936e-03 1.06009e-03 -1.01125e-02   9.36699e-04 -7.92951e-04 -8.37635e-03   3.46375e-06 1.87756e-05 7.76135e-07
1 40  0 0  0.171897 2     4.22611e-03 -1.49140e-03 3.95750e-03   2.18364e-03 -3.16852e-04 3.34028e-03   -3.35717e-05 7.42685e-07 2.05150e-06
1 41  0 0  0.173743 2     2.12481e-03 -7.43031e-04 -4.69688e-03   2.34505e-03 -1.16747e-03 -7.49643e-03   2.55361e-06 -4.95381e-06 9.69941e-07
1 42  0 0  0.175318 2     -1.33273e-03 2.81006e-03 2.34939e-03   -1.40820e-03 2.17521e-03 -1.69382e-03   -9.21656e-06 -6.09507e-06 8.38377e-07
1 43  0 0  0.182751 2     1.95282e-03 -1.65341e-03 9.33835e-03   1.99002e-03 6.51487e-04 1.44806e-02   2.54904e-05 2.09210e-05 1.05092e-05
1 44  0 0  0.183263 2     8.36445e-03 3.56338e-03 -9.68011e-04   6.22566e-03 3.37393e-03 -1.61934e-04   1.62630e-05 -7.07470e-06 1.75550e-05
1 45  0 0  0.184704 2     2.18039e-03 -1.91732e-03 -6.86748e-03   1.37459e-03 -9.37373e-04 -8.99253e-03   2.50312e-05 -7.04890e-06 1.81412e-05
1 46  0 0  0.18498 2     2.48178e-03 -2.48630e-03 -6.89991e-03   3.25836e-03 -1.53550e-03 -7.34619e-03   3.10581e-06 1.19856e-05 -1.59987e-06
1 47  0 0  0.185044 2     -9.36073e-04 8.75159e-03 1.06311e-02   -1.54124e-03 8.50840e-03 1.50262e-02   2.17765e-06 1.39150e-05 -8.98606e-06
1 48  0 0  0.186169 2     -1.06001e-03 -4.58846e-03 6.17877e-03   -2.44765e-04 -5.08900e-03 6.70352e-03   2.57803e-05 1.05417e-05 3.30811e-05
1 49  0 0  0.191438 2     4.04685e-03 -6.63370e-03 2.18086e-03   3.44480e-03 -5.94356e-03 1.79061e-03   -2.15499e-05 1.69925e-05 -5.53618e-05
1 50  0 0  0.192181 2     -1.04880e-02 -8.39546e-03 3.30792e-03   -9.47720e-03 -7.35508e-03 3.50615e-03   1.27210e-05 -3.61501e-05 1.21036e-06
1 51  0 0  0.192413 2     -1.04311e-02 6.13242e-03 -9.89856e-03   -9.17640e-03 5.62650e-03 -9.55701e-03   2.19065e-05 2.06829e-05 -5.04837e-05
1 52  0 0  0.192687 2     -2.38972e-06 8.05736e-03 -3.42435e-03   6.67888e-05 6.96649e-03 -3.27023e-03   -6.21488e-06 7.18077e-06 7.55966e-06
1 53  0 0  0.193696 2     -2.03857e-03 5.45726e-03 -2.20702e-03   -1.98194e-03 5.09080e-03 -2.16467e-03   -1.47538e-05 -1.19477e-05 2.61517e-05
1 54  0 0  0.19489 2     1.38742e-02 -8.71268e-03 -4.38353e-03   1.37487e-02 -9.33896e-03 -5.23519e-03   6.19707e-05 -4.30417e-06 -2.12591e-05
1 55  0 0  0.19515 2     1.12179e-02 1.44210e-02 1.64237e-02   1.15353e-02 1.44795e-02 1.68490e-02   7.04272e-07 -5.67676e-05 -4.84324e-06
1 56  0 0  0.196554 2     -8.27263e-04 -4.13596e-03 -9.28525e-03   -9.14092e-04 -4.77995e-03 -9.19982e-03   1.90683e-05 7.94274e-08 3.58031e-05
1 57  0 0  0.197252 2     -3.28596e-03 -2.06643e-03 1.75829e-02   -3.04021e-03 -1.95145e-03 1.68387e-02   2.80869e-05 2.10753e-05 1.27507e-05
1 58  0 0  0.197803 2     1.99673e-03 1.92096e-03 -6.96142e-04   2.24396e-03 1.75423e-03 -6.63532e-04   -3.17029e-05 -8.78890e-06 7.04434e-06
1 59  0 0  0.199629 2     -2.55860e-03 2.00139e-03 9.76893e-03   -2.85405e-03 2.03849e-03 1.00033e-02   -1.33936e-05 -7.28106e-06 -5.31709e-06
1 60  0 0  0.200187 2     8.77098e-03 7.44090e-03 1.99615e-03   8.47805e-03 7.51824e-03 1.83617e-03   -1.19544e-05 6.45547e-05 2.15755e-06
1 61  0 0  0.200464 2     4.38263e-03 -6.88948e-03 7.05604e-03   4.62242e-03 -6.65557e-03 6.71070e-03   -4.44886e-05 -6.22081e-06 6.82817e-06
1 62  0 0  0.201823 2     3.20512e-03 2.27578e-03 -1.53168e-04   2.74311e-03 2.40391e-03 1.99775e-05   -5.47445e-06 -8.14792e-07 -2.14125e-05
1 63  0 0  0.204046 2     -2.75507e-03 -1.45806e-03 2.45751e-03   -3.09999e-03 -1.00739e-03 2.82488e-03   -2.87580e-06 1.69833e-05 -2.38289e-05
1 64  0 0  0.204214 2     2.72866e-03 6.16180e-04 2.29980e-04   2.44236e-03 3.86775e-04 8.39046e-04   2.45745e-05 -6.65239e-07 -4.62205e-06
1 65  0 0  0.205383 2     6.55148e-04 -3.18845e-03 2.76231e-02   9.02990e-04 -4.34803e-03 2.60530e-02   -9.84891e-06 1.10134e-06 -7.80196e-06
1 66  0 0  0.205963 2     -2.56752e-03 -8.71697e-03 -1.26728e-02   -3.36550e-03 -8.58067e-03 -1.13814e-02   2.14248e-06 -4.32988e-05 -5.15753e-06
1 67  0 0  0.206694 2     -6.67943e-03 8.99665e-03 1.29817e-02   -7.62317e-03 8.78059e-03 1.13160e-02   3.88342e-05 8.99125e-06 -4.92945e-06
1 68  0 0  0.207183 2     6.86124e-04 -9.03472e-03 -8.71885e-03   9.92992e-04 -8.05413e-03 -1.00295e-02   3.23502e-06 1.21737e-05 1.74048e-06
1 69  0 0  0.210572 2     -1.31819e-03 2.45325e-03 -8.51857e-03   -1.13849e-03 1.77950e-03 -8.75139e-03   5.22644e-06 1.45137e-06 5.27699e-06
1 70  0 0  0.211281 2     -7.25418e-03 5.71658e-03 -1.67887e-03   -7.22741e-03 4.41913e-03 -2.82609e-03   2.61028e-05 -7.65644e-06 1.01625e-05
1 71  0 0  0.211905 2     3.26655e-03 5.95464e-03 -6.99186e-04   2.97168e-03 5.44018e-03 -2.42766e-03   -2.19892e-06 1.99597e-05 -7.10030e-06
1 72  0 0  0.21256 2     -6.46777e-05 3.38666e-03 -1.11497e-03   -1.28847e-04 3.05702e-03 -1.26767e-03   -5.17334e-06 2.03718e-05 3.27028e-05
1 73  0 0  0.213583 2     -2.15436e-03 8.87309e-04 1.43449e-02   -2.53660e-03 1.84672e-03 1.74684e-02   1.43911e-05 1.27547e-05 5.20744e-06
1 74  0 0  0.217345 2     -1.11566e-02 -4.37492e-03 2.58428e-03   -8.53195e-03 -3.98507e-03 2.34348e-03   8.47591e-06 -5.08997e-06 6.61009e-06
1 75  0 0  0.217837 2     -5.22756e-03 6.19723e-03 -4.88114e-04   -4.75345e-03 4.27005e-03 1.87234e-04   -8.84117e-06 -2.47779e-06 -4.71494e-06
1 76  0 0  0.218397 2     -2.62557e-03 1.16753e-03 -3.24340e-03   -2.61028e-03 1.46101e-03 -3.24836e-03   2.62150e-05 5.59363e-06 -3.76582e-06
1 77  0 0  0.219508 2     8.87114e-03 -1.23233e-02 -9.56706e-03   8.18920e-03 -1.12623e-02 -9.46963e-03   -6.44959e-06 8.03984e-06 -2.08301e-06
2 4  0 0  0.0425266 2     2.12448e-01 1.03580e-01 -3.56586e-03   1.93990e-01 9.51541e-02 -3.56347e-03   -2.78956e-04 3.94959e-04 -6.66413e-05
2 5  0 0  0.0470383 2     -1.56094e-01 5.45636e-01 3.16571e+00   -1.53631e-01 5.40073e-01 3.14061e+00   -8.76491e-05 -2.10458e-05 -2.04010e-04
2 6  0 0  0.0472977 2     -1.66090e-02 7.88037e-02 3.77352e-01   -1.66285e-02 7.59596e-02 3.74078e-01   -3.23133e-05 1.14604e-04 6.23257e-04
2 7  0 0  0.0554614 2     -2.50636e+00 -1.82526e+00 1.98891e-01   -2.48522e+00 -1.81656e+00 1.97819e-01   3.25067e-04 -6.16139e-04 4.49691e-05
2 8  0 0  0.0600169 2     -2.47343e+00 -1.11054e+00 8.65418e-02   -2.47270e+00 -1.10938e+00 8.70205e-02   2.33889e-04 -3.68327e-04 -1.77397e-05
2 9  0 0  0.0645939 2     -1.62245e+00 2.16762e+00 -4.53379e-01   -1.60798e+00 2.15677e+00 -4.52565e-01   -3.97665e-04 -2.42593e-04 -8.34125e-05
2 10  0 0  0.0893046 2     -9.69188e-03 -4.24966e-03 2.75961e-03   -9.00511e-03 -3.47037e-03 2.66207e-03   -6.98019e-05 1.49229e-04 -3.26763e-05
2 11  0 0  0.0954967 2     -3.51920e-03 1.86310e-02 1.09857e-01   -3.40375e-03 1.80213e-02 1.06551e-01   -1.52694e-05 2.78539e-06 -1.07369e-05
2 12  0 0  0.0957476 2     -2.78135e-03 4.93161e-03 3.54394e-02   -2.85729e-03 4.48824e-03 3.42916e-02   -7.59868e-06 1.27366e-05 7.18570e-05
2 13  0 0  0.100239 2     7.22360e-02 2.84820e-02 -3.62488e-03   7.26301e-02 2.84048e-02 -3.63952e-03   1.76573e-04 -2.27781e-04 5.39696e-05
2 14  0 0  0.102125 2     -1.31348e-02 -1.08301e-02 4.72182e-03   -1.13299e-02 -9.91818e-03 4.46874e-03   -1.54650e-04 3.54041e-04 -5.55113e-05
2 15  0 0  0.105596 2     3.97582e-03 -1.70801e-02 -8.72348e-02   3.92476e-03 -1.67049e-02 -8.53783e-02   1.52392e-05 -6.88221e-06 -1.53097e-05
2 16  0 0  0.105906 2     1.51745e-03 -3.98639e-03 -1.03305e-02   1.55861e-03 -3.93669e-03 -1.01715e-02   6.06159e-06 -3.12914e-05 -2.20816e-04
2 17  0 0  0.107866 2     -7.66552e-02 1.61850e-01 -3.39257e-02   -7.62727e-02 1.61162e-01 -3.36392e-02   -4.87413e-04 -3.56927e-04 1.51813e-05
2 18  0 0  0.120732 2     3.02711e-03 -2.76164e-03 -2.28766e-02   3.14034e-03 -2.65600e-03 -2.27390e-02   2.30539e-05 -6.86030e-05 -3.70439e-04
2 19  0 0  0.120836 2     3.86913e-03 -7.96360e-03 -3.99282e-02   3.86163e-03 -7.76509e-03 -3.96793e-02   9.10995e-06 1.75593e-05 9.51242e-05
2 20  0 0  0.125202 2     -1.16293e-01 -5.34157e-02 3.65907e-03   -1.23969e-01 -5.68854e-02 3.95293e-03   3.29541e-05 -4.55866e-05 -5.05814e-06
2 21  0 0  0.130099 2     1.93601e-03 -1.58959e-03 -2.42164e-05   2.10687e-03 -2.08531e-03 -2.61276e-03   2.97157e-06 -4.10362e-06 -1.19697e-05
2 22  0 0  0.130319 2     1.35689e-02 9.70755e-03 -1.67151e-03   1.46056e-02 1.04170e-02 -1.33343e-03   4.35760e-06 -5.11024e-06 -2.58233e-05
2 23  0 0  0.13427 2     -8.37803e-03 2.66165e-02 -5.99565e-03   -1.08298e-02 2.54740e-02 -5.75485e-03   -8.49392e-06 2.20258e-05 -1.01736e-05
2 24  0 0  0.134408 2     5.72420e-02 5.09856e-02 -7.40911e-03   5.81773e-02 5.15780e-02 -7.58357e-03   1.33957e-05 5.41721e-07 1.63775e-05
2 25  0 0  0.138033 2     -3.63262e-02 7.08319e-03 -5.64002e-03   -3.47090e-02 7.26614e-03 -5.84838e-03   3.35707e-05 5.05288e-06 2.65726e-06
2 26  0 0  0.141007 2     -2.77502e-02 -1.41458e-02 -1.12463e-03   -2.71405e-02 -1.40371e-02 -9.76224e-04   1.20808e-05 -7.54295e-07 -1.91462e-07
2 27  0 0  0.1455 2     -4.48990e-03 8.90665e-03 5.46664e-02   -4.24283e-03 8.58828e-03 5.56370e-02   -7.76187e-06 4.92802e-06 -8.16215e-06
2 28  0 0  0.145872 2     1.54505e-03 2.48386e-03 7.74459e-03   7.20077e-04 1.86297e-03 7.71391e-03   5.43232e-07 -1.30638e-06 1.02360e-05
2 29  0 0  0.148453 2     1.77352e-03 4.85059e-03 -1.01348e-03   1.46418e-03 4.71264e-03 -1.10994e-03   -3.09091e-06 -2.68202e-05 -9.16140e-05
2 30  0 0  0.148598 2     -3.72151e-04 -2.97409e-03 1.57550e-03   -4.11384e-04 -2.91297e-03 -8.63751e-04   3.80683e-06 1.37032e-05 2.29915e-05
2 31  0 0  0.14926 2     -2.65629e-02 -9.60148e-03 -4.23895e-04   -2.69461e-02 -1.04229e-02 -3.53570e-04   -2.03322e-05 2.74225e-05 -2.51476e-05
2 32  0 0  0.150108 2     7.43420e-03 9.14148e-03 -3.47258e-03   6.61732e-03 8.08735e-03 -4.24514e-03   -3.53026e-05 -4.53423e-05 3.99506e-05
2 33  0 0  0.150821 2     -3.10989e-02 2.69304e-03 -1.03584e-03   -3.09588e-02 3.13985e-03 -7.71747e-04   -7.40397e-05 1.64508e-05 -2.73190e-05
2 34  0 0  0.15296 2     5.43056e-03 6.26544e-03 2.76343e-03   2.94410e-03 7.95839e-03 3.00439e-03   1.01937e-04 3.31123e-05 6.13963e-06
2 35  0 0  0.154497 2     6.82680e-03 5.90233e-03 1.14058e-02   7.81987e-03 5.32243e-03 9.38422e-03   -1.28995e-05 -1.81624e-05 -5.66977e-05
2 36  0 0  0.15465 2     -7.80032e-03 -4.00745e-03 1.88798e-02   -7.26597e-03 -4.25169e-03 1.70015e-02   -1.82565e-05 2.29027e-05 8.52366e-05
2 37  0 0  0.156639 2     -5.96446e-03 -2.82712e-02 -8.71160e-03   -4.74248e-03 -2.87653e-02 -8.92888e-03   4.81365e-05 7.30127e-05 -4.72894e-06
2 38  0 0  0.157435 2     1.58971e-02 1.08846e-02 3.78821e-02   1.57009e-02 9.96551e-03 3.71013e-02   3.02041e-05 3.43909e-06 -1.27330e-05
2 39  0 0  0.157497 2     -1.22339e-03 2.28692e-03 1.30046e-02   -8.49563e-04 2.79171e-03 1.25757e-02   -1.68596e-05 -2.25434e-05 -1.30952e-05
2 40  0 0  0.158162 2     -2.46812e-02 -1.23821e-02 2.36980e-02   -2.36792e-02 -1.22503e-02 2.33741e-02   -1.76080e-05 3.71559e-05 -9.12202e-06
2 41  0 0  0.160008 2     1.31562e-02 -5.51814e-02 1.25515e-02   1.17590e-02 -5.35560e-02 1.23923e-02   5.61265e-05 5.64274e-05 -1.28543e-05
2 42  0 0  0.161584 2     2.35354e-02 1.73595e-02 -3.50584e-03   2.29434e-02 1.87776e-02 -3.30986e-03   2.55541e-05 -4.44851e-05 2.53526e-05
