# Kick = [    1.000000000000e-05,     0.000000000000e+00,     0.000000000000e+00]
#            time            norm                    dmx                    dmy                    dmz
         59.53157762      -3.26128013e-15    -1.382157910530e-03     1.944813635558e-03     3.570459820055e-03
         60.77181882      -4.56579219e-15    -1.325500025706e-03     1.944898566870e-03     3.570756836813e-03
         62.01206002      -1.83186799e-15    -1.267705986897e-03     1.944969982454e-03     3.570940900958e-03
         63.25230122      -2.08166817e-15    -1.209519548418e-03     1.945046153433e-03     3.571008037525e-03
         64.49254242      -9.71445147e-16    -1.151709623640e-03     1.945105985445e-03     3.570887812048e-03
         65.73278362      -1.37390099e-15    -1.095060737536e-03     1.945148257749e-03     3.570539122164e-03
         66.97302482      -1.55431223e-15    -1.040354863193e-03     1.945185307506e-03     3.569979869441e-03
         68.21326602      -2.05391260e-15    -9.883117244853e-04     1.945229638870e-03     3.569240494731e-03
         69.45350722       7.63278329e-16    -9.395779677166e-04     1.945283773349e-03     3.568328412191e-03
         70.69374842      -2.77555756e-16    -8.947791470977e-04     1.945355301399e-03     3.567264389471e-03
         71.93398962       1.01307851e-15    -8.545761308603e-04     1.945429500438e-03     3.566058064916e-03
         73.17423082       8.32667268e-17    -8.195785602005e-04     1.945481107045e-03     3.564694276499e-03
         74.41447202      -2.91433544e-15    -7.902759998974e-04     1.945515975738e-03     3.563185172423e-03
         75.65471322       3.33066907e-16    -7.670251675043e-04     1.945555083631e-03     3.561571536265e-03
         76.89495442      -9.02056208e-16    -7.501438530753e-04     1.945591313834e-03     3.559869471826e-03
         78.13519562      -5.55111512e-16    -7.399282827332e-04     1.945625071637e-03     3.558100038848e-03
         79.37543682      -1.02695630e-15    -7.365419950269e-04     1.945657948843e-03     3.556294840332e-03
         80.61567802      -6.80011603e-16    -7.400309824619e-04     1.945673473752e-03     3.554473541358e-03
         81.85591922      -3.34454686e-15    -7.503157081423e-04     1.945667625445e-03     3.552654497632e-03
         83.09616042       6.93889390e-16    -7.672172611741e-04     1.945635232119e-03     3.550822501337e-03
         84.33640162       2.35922393e-16    -7.906199072831e-04     1.945573559765e-03     3.549015274816e-03
         85.57664282      -7.21644966e-16    -8.202557567030e-04     1.945489240634e-03     3.547270138251e-03
         86.81688402      -9.29811783e-16    -8.557008120702e-04     1.945384548964e-03     3.545620678800e-03
         88.05712522       6.24500451e-16    -8.964428638154e-04     1.945244741208e-03     3.544097038375e-03
         89.29736642       2.26207941e-15    -9.419407429592e-04     1.945075532414e-03     3.542729500408e-03
         90.53760762      -1.94289029e-16    -9.915246855861e-04     1.944902869809e-03     3.541562448643e-03
         91.77784882      -2.22044605e-16    -1.044445313009e-03     1.944716957345e-03     3.540623043834e-03
         93.01809002      -1.66533454e-16    -1.099991756816e-03     1.944518656876e-03     3.539910196859e-03
         94.25833122       2.08166817e-16    -1.157397376918e-03     1.944331585040e-03     3.539423348540e-03
         95.49857243      -1.47104551e-15    -1.215823308807e-03     1.944154927148e-03     3.539178441934e-03
         96.73881363      -1.19348975e-15    -1.274458174917e-03     1.943978129667e-03     3.539186240813e-03
         97.97905483      -1.41553436e-15    -1.332485078165e-03     1.943815027351e-03     3.539460223836e-03
         99.21929603      -5.27355937e-16    -1.389023678739e-03     1.943664087714e-03     3.540016360662e-03
        100.45953723      -2.62290190e-15    -1.443231235785e-03     1.943505003097e-03     3.540841833367e-03
        101.69977843      -1.55431223e-15    -1.494306183752e-03     1.943350664670e-03     3.541887512492e-03
        102.94001963       1.29063427e-15    -1.541402213263e-03     1.943227607986e-03     3.543118634225e-03
        104.18026083      -3.13638004e-15    -1.583758064363e-03     1.943135044708e-03     3.544551619964e-03
        105.42050203       1.59594560e-15    -1.620838290991e-03     1.943041794349e-03     3.546226537650e-03
        106.66074323       2.70616862e-15    -1.652162005761e-03     1.942929744252e-03     3.548106848938e-03
        107.90098443      -3.10862447e-15    -1.677154616294e-03     1.942810540066e-03     3.550078908964e-03
        109.14122563      -4.99600361e-16    -1.695259788931e-03     1.942704629535e-03     3.552070844427e-03
        110.38146683       8.32667268e-16    -1.706058000954e-03     1.942627317641e-03     3.554101046377e-03
        111.62170803       7.91033905e-16    -1.709323264838e-03     1.942575663047e-03     3.556203455484e-03
        112.86194923      -2.44249065e-15    -1.704963630067e-03     1.942537066250e-03     3.558381585091e-03
        114.10219043       2.77555756e-17    -1.693016293915e-03     1.942532783983e-03     3.560574976455e-03
        115.34243163      -4.16333634e-16    -1.673614329595e-03     1.942575344786e-03     3.562724314865e-03
        116.58267283      -3.60822483e-16    -1.646862162577e-03     1.942640140270e-03     3.564774813978e-03
        117.82291403      -9.85322934e-16    -1.613013814474e-03     1.942719673121e-03     3.566699393432e-03
        119.06315523       1.22124533e-15    -1.572437506097e-03     1.942846222511e-03     3.568493069497e-03
        120.30339643       1.80411242e-16    -1.525721779596e-03     1.943019962798e-03     3.570183416759e-03
        121.54363763      -9.57567359e-16    -1.473567943827e-03     1.943218361520e-03     3.571771828963e-03
        122.78387883       4.16333634e-17    -1.416666306622e-03     1.943450125154e-03     3.573178722936e-03
        124.02412003      -2.22044605e-15    -1.355818545681e-03     1.943704348387e-03     3.574331202130e-03
        125.26436123      -3.40005801e-15    -1.291992379375e-03     1.943929324166e-03     3.575226148831e-03
        126.50460243      -4.57966998e-16    -1.226234208361e-03     1.944136593137e-03     3.575879899953e-03
        127.74484363      -4.35762537e-15    -1.159542007301e-03     1.944343477229e-03     3.576291791799e-03
        128.98508483      -1.58206781e-15    -1.092988564229e-03     1.944544510194e-03     3.576454504436e-03
        130.22532603      -5.41233725e-16    -1.027712636207e-03     1.944749125029e-03     3.576371630728e-03
        131.46556723       6.52256027e-16    -9.647698932698e-04     1.944960699847e-03     3.576076608299e-03
        132.70580843      -3.13638004e-15    -9.051695660984e-04     1.945162920468e-03     3.575593636958e-03
        133.94604964      -4.57966998e-16    -8.499314250123e-04     1.945348380259e-03     3.574922349209e-03
        135.18629084      -1.23512311e-15    -8.000085605597e-04     1.945507524789e-03     3.574043510134e-03
        136.42653204      -9.15933995e-16    -7.562800894156e-04     1.945632524599e-03     3.572933593087e-03
        137.66677324      -2.12330153e-15    -7.195309972188e-04     1.945733807518e-03     3.571605910108e-03
        138.90701444      -6.38378239e-16    -6.903615275697e-04     1.945829187678e-03     3.570090218093e-03
        140.14725564      -1.41553436e-15    -6.693579225194e-04     1.945922612443e-03     3.568405081120e-03
        141.38749684      -1.11022302e-15    -6.569196081427e-04     1.946023398617e-03     3.566591398168e-03
        142.62773804      -1.98452366e-15    -6.533982730841e-04     1.946132781308e-03     3.564683767975e-03
        143.86797924      -2.20656826e-15    -6.588688232232e-04     1.946217566005e-03     3.562708398864e-03
        145.10822044      -3.48332474e-15    -6.730856084842e-04     1.946238345480e-03     3.560674643370e-03
        146.34846164      -9.85322934e-16    -6.958717632832e-04     1.946222807114e-03     3.558568793449e-03
        147.58870284      -4.57966998e-16    -7.268265345721e-04     1.946224699746e-03     3.556408934062e-03
        148.82894404       3.74700271e-16    -7.654571533928e-04     1.946242446157e-03     3.554222041848e-03
        150.06918524       4.16333634e-17    -8.111698755675e-04     1.946238289309e-03     3.552051125375e-03
        151.30942644      -1.27675648e-15    -8.631543277398e-04     1.946216494430e-03     3.549909876936e-03
        152.54966764      -1.97064587e-15    -9.203931797197e-04     1.946189390567e-03     3.547776600475e-03
        153.78990884      -4.99600361e-16    -9.818573375173e-04     1.946134718913e-03     3.545683345929e-03
        155.03015004       1.84574578e-15    -1.046554107100e-03     1.946067827197e-03     3.543713671409e-03
        156.27039124       1.38777878e-16    -1.113461010385e-03     1.945992522224e-03     3.541927129445e-03
