command,mean,stddev,median,user,system,min,max,parameter
./optimized_ls -n200 -d0.6 -l1,5.021660074775,0.0141288640168394,5.020455836975,3.8759355549999994,1.1951068599999999,4.999234835975,5.043931930975,1
./optimized_ls -n200 -d0.6 -l2,2.1889055681749996,0.006992372525275073,2.185778728475,1.059569155,1.1707365599999997,2.181096266975,2.1997389039749997,2
./optimized_ls -n200 -d0.6 -l3,1.241345670775,0.00807764634806724,1.2396224829749998,0.11662365499999998,1.19419876,1.229475429975,1.256439035975,3
./optimized_ls -n200 -d0.6 -l4,1.7662027775749998,0.0075906427118780356,1.767687188475,0.6470345550000001,1.1597824599999997,1.7481081719749998,1.774740230975,4
./optimized_ls -n200 -d0.6 -l5,1.6993260390749998,0.008014669278674813,1.7004196614749998,0.5698887549999999,1.16109416,1.6834451179749998,1.710320782975,5
./optimized_ls -n200 -d0.6 -l6,1.238635707075,0.006784647198675357,1.238886570475,0.11541025500000002,1.1701019599999998,1.229484454975,1.250236018975,6
./optimized_ls -n200 -d0.6 -l7,1.2394738517749997,0.010802699651551074,1.234480074975,0.119435955,1.1848359599999998,1.230327664975,1.262055641975,7
./optimized_ls -n200 -d0.6 -l8,1.243718903675,0.00928058696831885,1.244377843975,0.11768295499999999,1.1848523599999998,1.228751933975,1.257034473975,8
./optimized_ls -n200 -d0.6 -l9,1.242081385375,0.011350269428973679,1.239912313475,0.12277465500000002,1.19326146,1.2267629219749998,1.2602619929749999,9
./optimized_ls -n200 -d0.6 -l10,1.6055153573749998,0.011503319052460166,1.607212041475,0.466243655,1.18988446,1.5781901129749998,1.6179751649749998,10
./optimized_ls -n200 -d0.6 -l11,1.248464194675,0.008433846197142814,1.246115550475,0.11549545499999998,1.21176216,1.239605013975,1.267894991975,11
./optimized_ls -n200 -d0.6 -l12,1.242779191075,0.010804371016302727,1.2432442679749998,0.11468885499999999,1.19647596,1.2251409869749998,1.258360952975,12
./optimized_ls -n200 -d0.6 -l13,1.237108840475,0.005327569658468831,1.236597730475,0.113961555,1.1863502599999998,1.227877139975,1.2473658829749998,13
./optimized_ls -n200 -d0.6 -l14,1.233494679975,0.007917526738596413,1.2341539849749998,0.11750775499999996,1.2035900599999998,1.216935077975,1.245493323975,14
./optimized_ls -n200 -d0.6 -l15,1.239771654275,0.014119948859780067,1.236365673475,0.117368455,1.2027017599999996,1.220920076975,1.2656637929749999,15
./optimized_ls -n200 -d0.6 -l16,1.240813750775,0.007617048169268271,1.240031363475,0.115901755,1.19187936,1.232283742975,1.258053802975,16
./optimized_ls -n200 -d0.6 -l17,1.234813485975,0.0062452987661905865,1.2366063014749997,0.116231755,1.20544166,1.224093983975,1.2413052119749999,17
./optimized_ls -n200 -d0.6 -l18,1.2430108849749995,0.0072763898472085154,1.241875242475,0.11817935499999999,1.1614118599999999,1.232906727975,1.259481413975,18
./optimized_ls -n200 -d0.6 -l19,1.2401953960749998,0.009002620568883827,1.2405379479749998,0.11535165499999997,1.16390716,1.224914207975,1.258177516975,19
./optimized_ls -n200 -d0.6 -l20,1.7069277216749998,0.008906668224720101,1.7052039749749999,0.594247455,1.18546446,1.6982505589749999,1.727974168975,20
./optimized_ls -n200 -d0.6 -l21,1.243602138875,0.007524055966007807,1.2423517259749999,0.11967885499999997,1.1775674600000001,1.235663213975,1.260077732975,21
./optimized_ls -n200 -d0.6 -l22,1.241850628175,0.01130126956465719,1.241356102975,0.11744285499999998,1.1963993599999998,1.2279868109749998,1.262872165975,22
./optimized_ls -n200 -d0.6 -l23,1.2392195232749998,0.013445047380490419,1.238576303475,0.11689615499999997,1.2087253599999999,1.216714165975,1.261074168975,23
./optimized_ls -n200 -d0.6 -l24,1.2428548770749999,0.008809872712051553,1.2404025404749999,0.118957555,1.20550896,1.231493909975,1.255856277975,24
./optimized_ls -n200 -d0.6 -l25,1.728657341775,0.01622052923115167,1.724238152975,0.614092055,1.1819384599999998,1.717634003975,1.773679216975,25
./optimized_ls -n200 -d0.6 -l26,1.2443667570749999,0.010187881483450489,1.240973080975,0.118601455,1.1977237600000001,1.2360441039749999,1.2699099409749999,26
./optimized_ls -n200 -d0.6 -l27,1.2412602648750002,0.006297111768719105,1.2411457714749998,0.117994855,1.1917670599999999,1.228030977975,1.2492148299749999,27
./optimized_ls -n200 -d0.6 -l28,1.2420932586749998,0.007687921393845666,1.2413882154749998,0.11445865499999999,1.19901126,1.232042365975,1.260730992975,28
./optimized_ls -n200 -d0.6 -l29,1.246785930975,0.008101470941361969,1.246775959975,0.116324155,1.20858536,1.234744637975,1.2598605189749998,29
./optimized_ls -n200 -d0.6 -l30,1.2430183718749999,0.012732272062363003,1.239310466475,0.11324375499999999,1.20495856,1.233854917975,1.277235400975,30
./optimized_ls -n200 -d0.6 -l31,1.2443030780749997,0.009383365175480555,1.241933458475,0.11854185499999999,1.1993521599999997,1.2275464889749998,1.2574569039749999,31
./optimized_ls -n200 -d0.6 -l32,1.2452398628749999,0.005260538085771208,1.247929038975,0.11702625499999997,1.19166846,1.237162532975,1.2508255449749999,32
