command,mean,stddev,median,user,system,min,max,parameter
./optimized_ls_1d -n100000 -d0.01 -l1,4.275279698985,0.015596336339197419,4.272152507985,2.333292295,1.9989245,4.256937340985,4.303756531985,1
./optimized_ls_1d -n100000 -d0.01 -l2,2.7708618496849997,0.015095883379469521,2.769776236985,1.297107295,1.5316959,2.749282528985,2.801060105985,2
./optimized_ls_1d -n100000 -d0.01 -l3,1.136519273185,0.00789573234167402,1.1354932999850003,0.062072594999999994,1.1325851000000002,1.1269359199850002,1.150327100985,3
./optimized_ls_1d -n100000 -d0.01 -l4,2.0329097416849997,0.0141879094165531,2.0394963489849998,0.7856129949999999,1.2965636000000003,2.008305626985,2.048220679985,4
./optimized_ls_1d -n100000 -d0.01 -l5,1.1410669835850002,0.0038230299316509442,1.141942521485,0.062501495,1.161269,1.132298515985,1.145888190985,5
./optimized_ls_1d -n100000 -d0.01 -l6,1.144187636185,0.012207640946357902,1.1402562869850001,0.061013094999999996,1.1455995,1.1303584529850002,1.167451767985,6
./optimized_ls_1d -n100000 -d0.01 -l7,1.140592263185,0.0037622627129026255,1.1411279954850002,0.064022995,1.1481397,1.135056767985,1.147627690985,7
./optimized_ls_1d -n100000 -d0.01 -l8,1.9418945340850005,0.014028673938808117,1.939953845985,0.717773495,1.2507597000000001,1.9289057649850003,1.9775496429850001,8
./optimized_ls_1d -n100000 -d0.01 -l9,1.1445584284850001,0.017881286757488308,1.1404008229850002,0.062338694999999986,1.1491557,1.123906890985,1.1863357969850001,9
./optimized_ls_1d -n100000 -d0.01 -l10,1.1435460350850002,0.010934678278339181,1.1412749669850002,0.065349595,1.1404563,1.130301528985,1.1688633509850002,10
./optimized_ls_1d -n100000 -d0.01 -l11,1.1420707382850002,0.007407431127652348,1.1394752864850002,0.066032595,1.1344405,1.130961683985,1.1562584289850002,11
./optimized_ls_1d -n100000 -d0.01 -l12,1.1402083050850003,0.006607257089883601,1.1420463384850001,0.062851795,1.1512442,1.128408096985,1.1472879609850002,12
./optimized_ls_1d -n100000 -d0.01 -l13,1.143093763885,0.00514367048563019,1.1442069699850002,0.063680295,1.1423942,1.1298627009850002,1.1474864209850002,13
./optimized_ls_1d -n100000 -d0.01 -l14,1.1436818849850001,0.009949090771358261,1.143737701485,0.06412969499999999,1.1604677,1.123460390985,1.160317136985,14
./optimized_ls_1d -n100000 -d0.01 -l15,1.145675689485,0.010426785032767059,1.143207134485,0.064110195,1.1584352,1.136030431985,1.167189756985,15
./optimized_ls_1d -n100000 -d0.01 -l16,1.872012229085,0.010215956743615475,1.8709218809850001,0.6839507949999999,1.2367641999999999,1.860153277985,1.8874165389850002,16
./optimized_ls_1d -n100000 -d0.01 -l17,1.136292133485,0.005324428537732188,1.1361558984850002,0.065592495,1.1556680000000001,1.126712881985,1.1472103549850001,17
./optimized_ls_1d -n100000 -d0.01 -l18,1.140336010685,0.012066146572158123,1.1377088099850001,0.06363339500000001,1.1314383,1.127159405985,1.1661057029850002,18
./optimized_ls_1d -n100000 -d0.01 -l19,1.1426413977850003,0.005363977493732144,1.141283322485,0.061416294999999996,1.1530183999999999,1.1350687639850001,1.150403418985,19
./optimized_ls_1d -n100000 -d0.01 -l20,1.1415386448850002,0.007985827820875032,1.142820413985,0.06346059499999998,1.1363622,1.126642126985,1.1528624419850002,20
./optimized_ls_1d -n100000 -d0.01 -l21,1.141766660485,0.010442724747315774,1.1427394449850001,0.06224249499999999,1.1279577,1.1250709839850002,1.1591736669850001,21
./optimized_ls_1d -n100000 -d0.01 -l22,1.140538765485,0.011708408458191535,1.1406735024850003,0.06472229499999999,1.1559204,1.123095054985,1.1630919129850001,22
./optimized_ls_1d -n100000 -d0.01 -l23,1.138947621585,0.008720112666411576,1.140965373985,0.065156295,1.1352829,1.118204929985,1.149031744985,23
./optimized_ls_1d -n100000 -d0.01 -l24,1.1410442716850002,0.012579850819994543,1.1401948244850002,0.061737595,1.1411607,1.124309526985,1.167382766985,24
./optimized_ls_1d -n100000 -d0.01 -l25,1.1345839579850001,0.006789404634573151,1.1362497119850001,0.064540195,1.1446361,1.120148315985,1.142083470985,25
./optimized_ls_1d -n100000 -d0.01 -l26,1.142478001385,0.009999042481655887,1.1431136019850001,0.063413295,1.1680024999999998,1.1284171819850002,1.161135676985,26
./optimized_ls_1d -n100000 -d0.01 -l27,1.140282627185,0.016229836384535446,1.136424329485,0.065739795,1.1457529,1.1230561189850001,1.1802071119850002,27
./optimized_ls_1d -n100000 -d0.01 -l28,1.1429752349850002,0.0076642234955086545,1.1415925954850001,0.067520695,1.1469057,1.129444438985,1.153378136985,28
./optimized_ls_1d -n100000 -d0.01 -l29,1.1441742298850002,0.01529950333354207,1.139282055985,0.065070795,1.1493783,1.1325722949850001,1.1840627859850001,29
./optimized_ls_1d -n100000 -d0.01 -l30,1.141847340885,0.006265692273693226,1.1406439564850002,0.063417195,1.1532448,1.133032080985,1.156175398985,30
./optimized_ls_1d -n100000 -d0.01 -l31,1.138514974885,0.00797394317209453,1.1400023524850003,0.064726595,1.1375889000000001,1.1232473169850001,1.1479005739850001,31
./optimized_ls_1d -n100000 -d0.01 -l32,1.8324142704850002,0.011393413437145963,1.8312386544850003,0.668955395,1.2268176,1.8139879929850002,1.849291485985,32
