command,mean,stddev,median,user,system,min,max,parameter
./optimized_ls -n100000 -d0.01 -l1,4.347004510909999,0.1867076779553054,4.26714890611,2.3394055449999995,1.974445145,4.23434862561,4.71248081061,1
./optimized_ls -n100000 -d0.01 -l2,2.0090004507100003,0.011660490971385253,2.00591710861,0.800401845,1.2410739449999997,1.99380870161,2.02676422061,2
./optimized_ls -n100000 -d0.01 -l3,1.10771142611,0.014956060099186473,1.1069379871099998,0.064683145,1.1211192449999998,1.08554824961,1.1363602446099998,3
./optimized_ls -n100000 -d0.01 -l4,1.51810000451,0.036254659551132135,1.5111332286099999,0.46775614499999996,1.093904245,1.4860475176099999,1.58642262061,4
./optimized_ls -n100000 -d0.01 -l5,1.10360472811,0.012354379913983572,1.10751289011,0.061850745000000006,1.102492245,1.08126910361,1.11954084161,5
./optimized_ls -n100000 -d0.01 -l6,1.18741605041,0.18506168326583844,1.10532163761,0.06455614500000001,1.1101849449999999,1.08416774361,1.57548605261,6
./optimized_ls -n100000 -d0.01 -l7,1.1087927091099998,0.0052035237206690165,1.10879178861,0.05956454499999999,1.088613345,1.10018574061,1.1173132906099998,7
./optimized_ls -n100000 -d0.01 -l8,1.5094347339099998,0.010526165539481894,1.50905347561,0.461050145,1.080349745,1.49647002461,1.53039539961,8
./optimized_ls -n100000 -d0.01 -l9,1.10202214931,0.014040959315187462,1.1024234441099998,0.06067414499999999,1.0856548449999999,1.08142020061,1.1219261196099999,9
./optimized_ls -n100000 -d0.01 -l10,1.1011828883099999,0.011741137899465945,1.09898678911,0.06008654499999999,1.097996445,1.07992317661,1.1204171326099999,10
./optimized_ls -n100000 -d0.01 -l11,1.1060986126099999,0.015767188312018114,1.10278643061,0.062876445,1.0992802449999999,1.08662465061,1.14254116661,11
./optimized_ls -n100000 -d0.01 -l12,1.10550068741,0.013839453806268904,1.10322952761,0.065005845,1.1002431449999999,1.08599594661,1.13957459461,12
./optimized_ls -n100000 -d0.01 -l13,1.10793644231,0.017063230889711088,1.10373540261,0.06198914499999999,1.094433345,1.08511370561,1.14770056861,13
./optimized_ls -n100000 -d0.01 -l14,1.10701179411,0.013412712056031752,1.10087787411,0.062608345,1.1012802449999999,1.09503050661,1.12938490261,14
./optimized_ls -n100000 -d0.01 -l15,1.10555182681,0.00928327976878234,1.1061942881099998,0.061625445,1.107496345,1.0909380036099998,1.11989536061,15
./optimized_ls -n100000 -d0.01 -l16,1.58613132831,0.024223548430291248,1.58691707311,0.525150945,1.1215547449999999,1.55262210761,1.6147281976099999,16
./optimized_ls -n100000 -d0.01 -l17,1.10535202831,0.003931551773748012,1.1054735516099998,0.06432584499999999,1.1210984449999997,1.09935571261,1.11036883861,17
./optimized_ls -n100000 -d0.01 -l18,1.09927678891,0.012798128422727869,1.09807770511,0.06625054500000001,1.1010059449999998,1.08152237661,1.12125005761,18
./optimized_ls -n100000 -d0.01 -l19,1.09982268621,0.015785109492092945,1.09399466861,0.065325645,1.098588545,1.08475317761,1.1346092476099998,19
./optimized_ls -n100000 -d0.01 -l20,1.10171775821,0.008896049229892466,1.10163231161,0.06361444499999999,1.1121682449999999,1.0857356516099999,1.1155183226099998,20
./optimized_ls -n100000 -d0.01 -l21,1.10464745631,0.014303194630737313,1.1043284091099999,0.061437544999999996,1.0994162449999998,1.08470424561,1.12204533861,21
./optimized_ls -n100000 -d0.01 -l22,1.0990972526099998,0.022168144546547915,1.09764384361,0.062134745000000005,1.0920948449999999,1.07065610661,1.14216850361,22
./optimized_ls -n100000 -d0.01 -l23,1.0954093163099998,0.015150945234413439,1.08845012011,0.05911874499999999,1.1122059449999997,1.0812053926099998,1.12826527961,23
./optimized_ls -n100000 -d0.01 -l24,1.10743555631,0.014236462840669116,1.1023933336099998,0.065119845,1.104078045,1.0911795226099998,1.1385176666099999,24
./optimized_ls -n100000 -d0.01 -l25,1.10483321421,0.009617851816904655,1.1046171136099998,0.06494984499999999,1.102949345,1.08682792361,1.11944701261,25
./optimized_ls -n100000 -d0.01 -l26,1.10493116421,0.023879442070081407,1.10223358961,0.060967444999999995,1.0966978449999998,1.0768931526099998,1.1625758126099999,26
./optimized_ls -n100000 -d0.01 -l27,1.0923131700099997,0.013272405661129279,1.0918134256099998,0.061861944999999995,1.087696845,1.07341411961,1.1221807396099999,27
./optimized_ls -n100000 -d0.01 -l28,1.09852195061,0.013266689655263087,1.10261969011,0.063014345,1.0826843449999999,1.07337932561,1.11974204461,28
./optimized_ls -n100000 -d0.01 -l29,1.1009121286099997,0.01411855894809673,1.0999453151099998,0.065109745,1.103478445,1.0828333206099998,1.12772581761,29
./optimized_ls -n100000 -d0.01 -l30,1.10825687911,0.010610412356372176,1.1081940076099999,0.062854745,1.093651645,1.0915385576099998,1.1306688516099999,30
./optimized_ls -n100000 -d0.01 -l31,1.10237876291,0.01279726638632357,1.10277055811,0.064168345,1.098664645,1.0836326136099999,1.12197450961,31
./optimized_ls -n100000 -d0.01 -l32,1.97801341121,0.010629797510420319,1.98077031061,0.783828345,1.236902045,1.96340336561,1.99794416161,32
