command,mean,stddev,median,user,system,min,max,parameter
./optimized_ls -n1000 -d0.02 -l1,187.42581044074498,0.14717321269351036,187.507086443745,185.2633031516667,1.8338047883333333,187.255922243745,187.514422634745,1
./optimized_ls -n1000 -d0.02 -l2,91.37506373207833,0.037115272866484264,91.383686100745,89.32520248499999,1.8743534549999998,91.334396192745,91.407108902745,2
./optimized_ls -n1000 -d0.02 -l3,2.088452128411667,0.009786211984289537,2.092273678745,0.6215501516666667,1.5571007883333332,2.077331751745,2.095750954745,3
./optimized_ls -n1000 -d0.02 -l4,52.51127639774501,0.023721292475707204,52.497951390745,50.592327485,1.8657687883333332,52.497213726745,52.538664075745004,4
./optimized_ls -n1000 -d0.02 -l5,2.1007995060783333,0.015702042207123342,2.108121997745,0.6400198183333333,1.516950455,2.082773721745,2.111502798745,5
./optimized_ls -n1000 -d0.02 -l6,2.1079364994116667,0.018107576027248017,2.102789245745,0.6232054850000001,1.5278214549999998,2.092959808745,2.128060443745,6
./optimized_ls -n1000 -d0.02 -l7,2.0996827717450004,0.0242826735701856,2.093462383745,0.6206068183333334,1.544415788333333,2.079115374745,2.126470556745,7
./optimized_ls -n1000 -d0.02 -l8,33.638354633411666,0.01906929199578475,33.639482722745,32.13115081833333,1.5131471216666663,33.618746338745,33.656834838745,8
./optimized_ls -n1000 -d0.02 -l9,2.0866299974116664,0.00397811963570434,2.087951984745,0.631932485,1.5202401216666666,2.082159187745,2.089778819745,9
./optimized_ls -n1000 -d0.02 -l10,2.1029199910783336,0.01743361549890464,2.108946062745,0.638006485,1.5269041216666663,2.083272779745,2.116541130745,10
./optimized_ls -n1000 -d0.02 -l11,2.1121073384116666,0.011702758681122697,2.108322642745,0.629122485,1.543228788333333,2.102765291745,2.125234080745,11
./optimized_ls -n1000 -d0.02 -l12,2.256092267411667,0.2419610286628668,2.143343283745,0.6286924850000001,1.534840455,2.091082727745,2.533850790745,12
./optimized_ls -n1000 -d0.02 -l13,2.096796337745,0.006438462175497299,2.094167194745,0.6218881516666667,1.5295067883333333,2.092088492745,2.104133325745,13
./optimized_ls -n1000 -d0.02 -l14,2.0862379180783335,0.008101285098897319,2.085515390745,0.6342051516666668,1.544854455,2.078522097745,2.094676265745,14
./optimized_ls -n1000 -d0.02 -l15,2.0859838074116666,0.009710661350260913,2.081657424745,0.6289551516666667,1.5146714549999996,2.079188273745,2.097105723745,15
./optimized_ls -n1000 -d0.02 -l16,28.930445447411667,0.09757129092558577,28.880439919745,27.360508151666664,1.5030621216666666,28.868013994745002,29.042882427745003,16
./optimized_ls -n1000 -d0.02 -l17,2.0921351047449996,0.0028917214155571693,2.093007743745,0.6384231516666666,1.5326977883333333,2.088907561745,2.094490008745,17
./optimized_ls -n1000 -d0.02 -l18,2.0988763197450004,0.01436247302777173,2.103798233745,0.6110108183333334,1.514277788333333,2.082699980745,2.110130744745,18
./optimized_ls -n1000 -d0.02 -l19,2.1015167040783336,0.01864258631281651,2.097301808745,0.619134485,1.5530581216666663,2.085342411745,2.121905891745,19
./optimized_ls -n1000 -d0.02 -l20,2.0960411224116666,0.021711918877987464,2.101128380745,0.6353924850000001,1.5326777883333331,2.072237265745,2.114757720745,20
./optimized_ls -n1000 -d0.02 -l21,2.0959292884116665,0.011473825080399375,2.091742558745,0.6273578183333334,1.5237441216666667,2.087136784745,2.108908521745,21
./optimized_ls -n1000 -d0.02 -l22,2.106871784745,0.012640230968320837,2.109935263745,0.6358721516666667,1.5250537883333333,2.092981373745,2.117698716745,22
./optimized_ls -n1000 -d0.02 -l23,2.1047343970783334,0.011628963765733632,2.106092198745,0.6555424849999999,1.5120017883333332,2.092486136745,2.115624855745,23
./optimized_ls -n1000 -d0.02 -l24,2.1059636570783336,0.010173471942668147,2.107041942745,0.6359904850000001,1.5164781216666665,2.095293990745,2.115555037745,24
./optimized_ls -n1000 -d0.02 -l25,2.1108645924116667,0.01614262316635907,2.102772169745,0.6428581516666667,1.5206921216666665,2.100368836745,2.129452770745,25
./optimized_ls -n1000 -d0.02 -l26,2.1320190887450003,0.061087028160963536,2.100032594745,0.6731054850000001,1.5161397883333334,2.093567196745,2.202457474745,26
./optimized_ls -n1000 -d0.02 -l27,2.242227685745,0.2526711615934944,2.106673685745,0.6536714849999999,1.5116237883333332,2.086260298745,2.533749072745,27
./optimized_ls -n1000 -d0.02 -l28,2.094272313078333,0.004336684418596509,2.0945111017449998,0.6494471516666667,1.5485804549999997,2.089821167745,2.098484669745,28
./optimized_ls -n1000 -d0.02 -l29,2.0975217177450003,0.009562579290733232,2.100912026745,0.6655338183333334,1.4792934549999999,2.086725888745,2.104927237745,29
./optimized_ls -n1000 -d0.02 -l30,2.1002850757449996,0.008118469470872998,2.0965280487449998,0.6689374849999999,1.5113911216666667,2.094725638745,2.109601539745,30
./optimized_ls -n1000 -d0.02 -l31,2.113119593411667,0.009134272886954549,2.113763231745,0.653005485,1.5150521216666666,2.103680524745,2.121915023745,31
./optimized_ls -n1000 -d0.02 -l32,34.81078416907833,0.08489759370157525,34.762983149745004,33.19698981833333,1.5786491216666665,34.760563842745,34.908805514745,32
