command,mean,stddev,median,user,system,min,max,parameter
./optimized_ls_1d -n1000 -d0.02 -l1,186.17143323893,0.12696555129618894,186.22175005893,183.94549299833332,1.8109708466666665,186.02702125693,186.26552840093,1
./optimized_ls_1d -n1000 -d0.02 -l2,160.88811407526336,0.0232732139145749,160.88321822693,158.658544665,1.9235898466666665,160.86767826093,160.91344573793,2
./optimized_ls_1d -n1000 -d0.02 -l3,2.097762246263333,0.019028262083031294,2.10779646693,0.6160576649999999,1.5972925133333333,2.0758170359299997,2.10967323593,3
./optimized_ls_1d -n1000 -d0.02 -l4,158.47927105293002,0.15192311201122408,158.54431598593,156.329201665,1.8594115133333335,158.30565464793,158.58784252493,4
./optimized_ls_1d -n1000 -d0.02 -l5,157.88747325993,0.0404459452914697,157.86487379593,155.64879033166667,1.91875718,157.86337775693002,157.93416822693,5
./optimized_ls_1d -n1000 -d0.02 -l6,2.1134171565966664,0.014778174436919644,2.1166230259299996,0.6216963316666666,1.6093695133333332,2.09729918693,2.1263292569299996,6
./optimized_ls_1d -n1000 -d0.02 -l7,2.094238301596666,0.014061530314626603,2.09737495493,0.6140233316666667,1.5329531799999998,2.0788733199299996,2.10646662993,7
./optimized_ls_1d -n1000 -d0.02 -l8,146.94211676693,0.15507181994196984,147.03090628893,144.816798665,1.8754735133333333,146.76305729293,147.03238671893,8
./optimized_ls_1d -n1000 -d0.02 -l9,2.0965931795966664,0.0011662756280025161,2.0965114999299996,0.6301313316666667,1.5472018466666666,2.0954698909299996,2.09779814793,9
./optimized_ls_1d -n1000 -d0.02 -l10,135.14670670693,0.009950867420692521,135.15074811993,132.908611665,1.9119371799999998,135.13537095893,135.15400104193,10
./optimized_ls_1d -n1000 -d0.02 -l11,2.1199463869299997,0.01075330765763825,2.11525888593,0.6202259983333333,1.5786938466666667,2.11233252093,2.1322477539299998,11
./optimized_ls_1d -n1000 -d0.02 -l12,2.1172175129299995,0.009162580503529999,2.1163538469299996,0.6160773316666666,1.5595761799999999,2.1085173449299996,2.1267813469299996,12
./optimized_ls_1d -n1000 -d0.02 -l13,2.110633598596666,0.015108568121434506,2.11287422693,0.6246733316666666,1.5428475133333333,2.0945298429299997,2.12449672593,13
./optimized_ls_1d -n1000 -d0.02 -l14,2.1113287345966665,0.024457875106540454,2.11054288293,0.6177809983333332,1.5621281800000002,2.0872732559299996,2.13617006493,14
./optimized_ls_1d -n1000 -d0.02 -l15,2.1104125995966663,0.01900449704887481,2.1078495559299997,0.6141423316666665,1.5200988466666665,2.0928196939299997,2.13056854893,15
./optimized_ls_1d -n1000 -d0.02 -l16,112.39818602426332,1.33733467861636,111.63420763792999,109.856438665,1.9088625133333332,111.61797178793,113.94237864693,16
./optimized_ls_1d -n1000 -d0.02 -l17,2.1354263102633335,0.019978326328259206,2.1440968669299996,0.6274503316666666,1.5903158466666667,2.1125775339299997,2.14960452993,17
./optimized_ls_1d -n1000 -d0.02 -l18,2.539123430263333,0.38683363396403075,2.6330520089299996,0.638077665,1.5735365133333332,2.11397489093,2.87034339093,18
./optimized_ls_1d -n1000 -d0.02 -l19,2.20695429293,0.17249095036628034,2.1079561919299996,0.6364036649999999,1.5834121799999998,2.10677816193,2.4061285249299997,19
./optimized_ls_1d -n1000 -d0.02 -l20,107.61904002259666,0.017922557998661263,107.62788356992999,105.54909366499999,1.87142418,107.59841448892999,107.63082200893,20
./optimized_ls_1d -n1000 -d0.02 -l21,2.0937000455966666,0.003924146018822944,2.0953397529299997,0.6249159983333333,1.5264341799999999,2.08922198993,2.09653839393,21
./optimized_ls_1d -n1000 -d0.02 -l22,2.0726182009299996,0.007535474981501902,2.0749954479299997,0.6242759983333332,1.52253518,2.0641807909299996,2.07867836393,22
./optimized_ls_1d -n1000 -d0.02 -l23,2.0961791349299994,0.006732239699264798,2.0970163989299997,0.6074396649999999,1.5535798466666666,2.0890674249299996,2.10245358093,23
./optimized_ls_1d -n1000 -d0.02 -l24,2.0759838395966663,0.009355638495202575,2.07265959193,0.618136665,1.5457095133333334,2.0687442779299996,2.08654764893,24
./optimized_ls_1d -n1000 -d0.02 -l25,105.00152838526333,0.007984486779549091,104.99852335393,102.938910665,1.8770401799999998,104.99548243292999,105.01057936893,25
./optimized_ls_1d -n1000 -d0.02 -l26,2.08774743993,0.01069716813567916,2.08960547893,0.624326665,1.53946218,2.07624296893,2.0973938719299996,26
./optimized_ls_1d -n1000 -d0.02 -l27,2.0916382309299997,0.007669171305857596,2.0891275879299998,0.6295269983333333,1.5458288466666665,2.0855390509299996,2.1002480539299997,27
./optimized_ls_1d -n1000 -d0.02 -l28,2.0892864305966667,0.011875730805197673,2.08420399093,0.620997665,1.5265101799999998,2.0807977099299997,2.10285759093,28
./optimized_ls_1d -n1000 -d0.02 -l29,2.1001099362633333,0.014548817450033702,2.10097129893,0.6157443316666666,1.5252318466666666,2.08514957393,2.11420893593,29
./optimized_ls_1d -n1000 -d0.02 -l30,2.0979008825966665,0.005917260581341659,2.1007154389299996,0.6288523316666667,1.5199498466666668,2.09110169593,2.1018855129299996,30
./optimized_ls_1d -n1000 -d0.02 -l31,2.0903390655966665,0.01028689191355811,2.0904213649299996,0.6133679983333332,1.5443158466666667,2.0800112709299996,2.10058456093,31
./optimized_ls_1d -n1000 -d0.02 -l32,2.084216169263333,0.00269768343516152,2.0833195219299996,0.6391933316666666,1.5294061799999998,2.0820809849299997,2.08724800093,32
